jobid,duration,size
   144, 78454,     2
   145, 55455,     3
   146,  3594,     1
   147, 41536,     1
   148,   126,     1
   149, 11165,     4
   150, 17389,     3
   151, 20278,     2
   152,  8593,     1
   153,  1316,     1
   154,  3926,     1
   155, 34103,     2
   156,  3909,     2
   157, 31747,     1
   158, 29135,     2
   159, 11469,     2
   160, 21690,     1
   161, 11560,     1
   162,  7617,     4
   163, 19158,     4
   164,  9335,     2
   165, 42537,     2
   166,  8458,     2
   167, 39894,     3
   168,   568,     1
   169, 14977,     2
   170, 14852,     1
   171, 10461,     2
   172,  6248,     3
   173, 14346,     1
   174, 12428,     1
   175, 35923,     2
   176,   593,     1
   177,   299,     4
   178, 73435,     2
   179, 34375,     1
   180,  1935,     3
   181,   151,     2
   182, 34734,     2
   183, 46415,     1
   184,  7931,     2
   185, 54886,     1
   186, 31048,     1
   187, 25502,     2
   188, 14647,     1
   189, 12505,     2
   190, 54369,     1
   191, 51233,     3
   192, 11661,     1
   193, 55220,     1
   194, 63037,     4
   195, 27391,     3
   196,  2869,     1
   197, 17205,     3
   198,  2681,     2
   199, 10957,     3
   200,  4479,     3
   201, 58538,     2
   202,   299,     3
   203,  6792,     2
   204, 38741,     2
   205,  5221,     3
   206, 19046,     2
   207, 36627,     1
   208, 10623,     2
   209, 63026,     2
   210,  8502,     1
   211, 11358,     1
   212,    13,     4
   213,  5214,     2
   214, 21739,     2
   215,  5392,     3
   216, 11921,     2
   217, 32402,     2
   218, 38318,     2
   219, 19372,     1
   220, 16328,     4
   221, 14075,     3
   222, 16070,     1
   223,  3243,     2
   224,  7532,     1
   225, 45225,     4
   226, 33709,     2
   227, 17043,     3
   228, 13641,     4
   229, 39487,     2
   230,  4178,     1
   231, 74720,     2
   232,  1420,     2
   233, 18266,     3
   234, 26471,     2
   235,  4885,     1
   236,  5700,     2
   237, 17645,     3
   238,  4456,     3
   239, 28910,     4
   240, 62811,     2
   241,  6585,     3
   242, 10321,     2
   243, 46879,     2
   244, 25932,     3
   245,  4199,     3
   246, 20812,     2
   247, 17088,     3
   248, 17676,     1
   249,  8159,     1
   250,  3469,     4
   251, 23597,     2
   252,  2908,     2
   253,  2640,     2
   254, 20163,     1
   255,    19,     1
   256,  2648,     1
   257, 43597,     1
   258,  2136,     2
   259,  1347,     4
   260, 20483,     1
   261, 15993,     1
   262,  5464,     3
   263, 27092,     1
   264, 27961,     2
   265, 19496,     1
   266, 20683,     1
   267,  9250,     1
   268,  5557,     1
   269, 15192,     1
   270,  2283,     2
   271,  6216,     3
   272,  9155,     3
   273, 34686,     1
   274, 27345,     1
   275, 15100,     2
   276, 18741,     2
   277, 13875,     1
   278, 23744,     1
   279, 27082,     1
   280,  9654,     4
   281,  7449,     4
   282,  4252,     1
   283, 18944,     1
   284,  2085,     4
   285, 27972,     4
   286, 32748,     3
   287,  3502,     2
   288,102514,     1
   289, 60938,     2
   290, 15946,     2
   291,   677,     1
   292,  8500,     2
   293, 15955,     1
   294, 11195,     4
   295, 75490,     2
   296, 24315,     2
   297,  2326,     1
   298, 44698,     1
   299, 53376,     1
   300,   282,     1
   301,  6579,     3
   302,  9702,     3
   303, 12785,     2
   304, 34069,     1
   305, 72370,     3
   306,  2052,     1
   307, 53987,     1
   308, 32595,     1
   309,  1707,     1
   310,  6363,     1
   311,  1134,     2
   312, 20836,     1
   313, 55762,     2
   314, 10963,     3
   315, 46427,     3
   316, 17958,     2
   317,  4955,     2
   318, 22302,     2
   319, 96501,     2
   320,  8281,     1
   321,  6896,     1
   322,  8439,     2
   323, 19722,     1
   324, 16278,     2
   325, 11067,     1
   326, 10098,     3
   327, 17153,     1
   328, 13174,     1
   329, 18954,     2
   330,  8429,     2
   331,  2590,     2
   332, 13224,     1
   333,  8926,     1
   334, 43299,     2
   335,   424,     1
   336, 34826,     2
   337, 26216,     2
   338,  5094,     1
   339, 37162,     3
   340, 43476,     2
   341, 49828,     1
   342, 30936,     3
   343,  7812,     2
   344,  7259,     3
   345,  3280,     2
   346, 27263,     2
   347, 16341,     2
   348, 22572,     2
   349, 30061,     2
   350, 25931,     1
   351,   294,     1
   352,  6666,     1
   353, 25720,     3
   354, 43552,     3
   355, 30767,     1
   356, 27940,     3
   357, 36072,     2
   358, 19726,     1
   359,  6596,     2
   360, 22190,     1
   361,  1951,     2
   362, 12354,     3
   363, 23696,     3
   364,  9293,     1
   365, 22286,     1
   366, 28670,     3
   367, 42814,     4
   368, 35604,     2
   369,  7684,     2
   370, 16648,     2
   371, 26562,     1
   372,  7244,     2
   373,  4667,     4
   374, 65237,     1
   375, 35886,     2
   376, 13222,     1
   377,  1055,     2
   378,  2555,     2
   379, 62150,     2
   380, 21333,     1
   381, 14631,     1
   382, 17386,     1
   383,  4224,     3
   384,  6288,     1
   385, 10156,     2
   386,  9781,     2
   387, 31476,     1
   388, 50975,     2
   389, 10556,     4
   390,  2227,     1
   391,  3857,     2
   392, 57422,     1
   393, 16167,     1
   394,   686,     2
   395, 60733,     1
   396, 39621,     2
   397, 12373,     1
   398, 24909,     2
   399, 25351,     2
   400,  4306,     2
   401,  6788,     2
   402, 23238,     2
   403, 48367,     1
   404,  1906,     2
   405, 45579,     2
   406, 17721,     1
   407,  4937,     2
   408, 15449,     2
   409, 14032,     2
   410,  1670,     1
   411, 15335,     4
   412, 20224,     1
   413, 10917,     2
   414, 10079,     1
   415,  8825,     1
   416,  6516,     3
   417,  3585,     2
   418, 14868,     2
   419, 83475,     1
   420, 30363,     4
   421, 10975,     1
   422, 48829,     2
   423, 54822,     2
   424, 29189,     2
   425, 19017,     1
   426, 20226,     2
   427,101053,     1
   428,  4274,     1
   429, 43150,     2
   430, 81575,     2
   431, 89974,     1
   432, 95799,     1
   433,  9608,     2
   434, 33840,     1
   435, 26719,     3
   436, 31256,     1
   437,120668,     2
   438, 50790,     2
   439, 59206,     3
   440, 26915,     2
   441,  6234,     2
   442, 43312,     1
   443,  8179,     3
   444, 33114,     1
   445,  5503,     1
   446, 89219,     3
   447, 32630,     4
   448, 49453,     1
   449,  7506,     1
   450, 27311,     2
   451, 15568,     3
   452, 21965,     1
   453, 17531,     1
   454, 27018,     2
   455,  6465,     1
   456,  4192,     1
   457, 18714,     3
   458, 20123,     1
   459, 14609,     2
   460, 13789,     3
   461, 69435,     3
   462, 19865,     3
   463, 47559,     4
   464, 18991,     3
   465, 11960,     2
   466,  8304,     1
   467,   731,     4
   468, 13198,     1
   469, 23190,     2
   470, 21922,     1
   471, 53132,     1
   472, 30344,     1
   473, 25116,     2
   474,   474,     1
   475, 19762,     2
   476, 15367,     2
   477,  2968,     2
   478,  2894,     1
   479, 25797,     1
   480,  2725,     1
   481, 10561,     1
   482,  3999,     2
   483, 17316,     2
   484, 11217,     1
   485, 23224,     2
   486, 42564,     1
   487, 19737,     2
   488, 29679,     3
   489,  1925,     1
   490,   271,     2
   491,  9642,     2
   492, 31065,     4
   493, 11642,     2
   494, 22774,     2
   495, 21399,     1
   496, 33387,     2
   497,   691,     3
   498, 93658,     3
   499, 41424,     3
   500, 30067,     1
   501, 31697,     1
   502, 23042,     2
   503,  9986,     1
   504, 22432,     4
   505, 25706,     2
   506, 62886,     1
   507,  4278,     1
   508, 22748,     2
   509, 16291,     1
   510,108970,     2
   511,  5742,     2
   512,132718,     2
   513, 19403,     1
   514, 38649,     2
   515, 21381,     2
   516,117738,     3
   517,  5435,     4
   518, 34481,     4
   519,  6232,     1
   520,  9044,     1
   521, 16956,     1
   522, 36985,     4
   523,  8718,     2
   524,  9198,     2
   525,  9308,     2
   526, 25703,     2
   527,  9395,     3
   528, 41298,     1
   529,  7584,     1
   530,   653,     2
   531,  2633,     2
   532, 14889,     2
   533, 16599,     1
   534, 27223,     1
   535, 24685,     2
   536, 25672,     2
   537,  3527,     1
   538, 48562,     1
   539, 60982,     3
   540,  3512,     2
   541,  2778,     1
   542,    35,     2
   543, 21138,     3
   544, 51687,     1
   545,  4444,     1
   546,  5031,     2
   547,  8224,     2
   548, 21381,     3
   549, 12449,     1
   550,   696,     4
   551,  2724,     1
   552,  2591,     1
   553,   182,     2
   554, 31589,     2
   555,  3321,     3
   556,  6167,     3
   557, 37237,     1
   558, 20550,     4
   559, 54540,     2
   560,  8351,     1
   561, 40037,     1
   562,  8383,     1
   563, 45832,     2
   564, 30021,     2
   565,  4504,     1
   566,  2995,     2
   567, 35882,     2
   568,  9562,     3
   569,   984,     1
   570, 22452,     1
   571, 33252,     2
   572, 49244,     2
   573, 47804,     2
   574,167466,     2
   575, 45611,     1
   576,  7965,     1
   577,  3036,     1
   578,  4956,     3
   579,   498,     1
   580,  4639,     1
   581,  5301,     4
   582, 10834,     1
   583, 32016,     2
   584, 35667,     1
   585,  9139,     1
   586, 14631,     1
   587,  1497,     1
   588,  7612,     2
   589,  1107,     1
   590, 58637,     2
   591,   385,     1
   592, 26663,     1
   593,  2471,     3
   594, 50967,     3
   595, 19702,     1
   596,  1546,     3
   597,  6647,     4
   598,  8578,     3
   599,  3796,     2
   600,  9145,     2
   601, 22178,     1
   602,  3518,     3
   603, 37494,     2
   604,  6997,     3
   605, 43476,     1
   606,  4052,     2
   607, 17086,     2
   608,  1530,     1
   609,  1697,     1
   610, 35466,     1
   611,114782,     2
   612,  7134,     1
   613, 14254,     2
   614,  9828,     1
   615,  1210,     1
   616, 30389,     1
   617, 37561,     4
   618, 35763,     1
   619,  6981,     1
   620,   267,     2
   621,  1614,     1
   622, 11973,     4
   623, 78006,     1
   624, 34904,     2
   625,  6173,     4
   626, 77865,     1
   627,  2656,     2
   628, 13183,     2
   629, 68971,     3
   630, 70239,     2
   631, 25487,     2
   632, 40363,     1
   633,   672,     2
   634,  6336,     1
   635, 96988,     2
   636,  2580,     1
   637, 31077,     3
   638, 11929,     1
   639, 32191,     4
   640, 17005,     1
   641,  3251,     1
   642,  7621,     1
   643,  6611,     2
   644,  6232,     4
   645,  6597,     3
   646,  3916,     3
   647,  4200,     1
   648, 21057,     2
   649, 46053,     2
   650, 36538,     3
   651,  6823,     3
   652, 13563,     2
   653,   393,     2
   654, 24654,     2
   655,  2499,     2
   656,  9968,     1
   657, 12720,     1
   658, 25575,     1
   659,  2126,     4
   660,  7238,     2
   661,  6843,     2
   662, 27412,     1
   663,  7651,     1
   664, 19259,     2
   665, 28846,     1
   666, 11732,     1
   667, 19485,     1
   668, 29225,     4
   669, 11923,     1
   670, 22190,     2
   671, 57697,     3
   672, 39991,     1
   673,  1601,     1
   674,  2882,     1
   675, 23185,     4
   676, 15401,     1
   677, 12353,     2
   678,  9900,     2
   679,  3917,     2
   680, 65675,     2
   681,  8487,     1
   682, 16276,     1
   683,  2801,     2
   684,  7044,     2
   685, 51779,     3
   686, 42939,     2
   687, 14628,     1
   688, 39982,     1
   689, 27613,     1
   690,  3979,     2
   691, 12535,     2
   692, 15924,     2
   693, 14276,     2
   694, 21151,     2
   695, 25867,     1
   696, 11309,     1
   697,  1967,     2
   698, 30438,     3
   699, 81147,     1
   700,  6738,     2
   701, 21723,     1
   702, 14070,     1
   703,  9925,     4
   704,  2551,     1
   705, 33281,     2
   706, 14739,     2
   707, 26171,     1
   708, 11931,     2
   709, 69421,     1
   710,  2998,     1
   711,    80,     1
   712,  9348,     1
   713, 68017,     1
   714,  6397,     2
   715, 30466,     4
   716, 30105,     1
   717, 28463,     2
   718, 15702,     2
   719, 15671,     1
   720,  3644,     1
   721,  6588,     1
   722,  5260,     1
   723,  6164,     1
   724,  2527,     1
   725, 22609,     2
   726, 99150,     3
   727,  7550,     1
   728,  2288,     2
   729, 13933,     2
   730,  5388,     1
   731, 70987,     1
   732, 30480,     1
   733, 35101,     3
   734, 58004,     2
   735,  9563,     3
   736, 30555,     2
   737, 12688,     2
   738, 85230,     1
   739, 14963,     1
   740, 12708,     1
   741, 15587,     1
   742, 18296,     2
   743, 42486,     2
   744, 46817,     2
   745,  1588,     1
   746,136548,     2
   747,  3604,     2
   748,  5703,     1
   749, 33926,     4
   750, 64346,     2
   751,  3335,     1
   752, 21564,     3
   753,  3767,     1
   754, 35230,     1
   755, 29726,     1
   756, 45850,     2
   757,  1857,     1
   758,  6607,     2
   759, 65693,     1
   760, 31498,     1
   761,  8339,     1
   762,  9393,     1
   763,  7809,     3
   764, 33856,     1
   765, 61143,     1
   766, 15061,     1
   767, 15238,     2
   768, 19401,     1
   769, 17563,     1
   770, 13545,     2
   771, 19765,     2
   772,  1919,     1
   773, 20174,     1
   774,  8249,     1
   775,  7889,     4
   776,  8505,     2
   777,  6217,     3
   778, 40551,     2
   779,  8900,     3
   780,  1634,     2
   781, 30452,     1
   782,    63,     1
   783, 21191,     3
   784,  8805,     2
   785,  7920,     3
   786, 19910,     2
   787, 48271,     3
   788, 20116,     1
   789, 15866,     1
   790,  6079,     1
   791, 21016,     1
   792, 71235,     1
   793, 12368,     3
   794,  6044,     1
   795, 53241,     1
   796, 28367,     1
   797, 13212,     3
   798,  4341,     2
   799, 22536,     4
   800,  9643,     2
   801,  5697,     4
   802,  4091,     1
   803, 24765,     2
   804, 23120,     1
   805, 29585,     2
   806,   476,     2
   807,  1341,     4
   808, 37162,     2
   809, 10725,     1
   810,  5974,     2
   811, 13985,     2
   812,  3169,     2
   813, 32198,     1
   814, 17747,     2
   815,  8943,     1
   816, 40361,     4
   817, 58585,     3
   818, 21255,     2
   819, 16820,     3
   820, 31192,     2
   821, 51784,     2
   822, 13542,     2
   823,  8600,     2
   824,  9524,     1
   825, 59619,     2
   826,  4561,     2
   827,  2502,     3
   828,  8545,     2
   829, 18695,     1
   830,  5911,     1
   831, 21530,     2
   832, 44157,     2
   833, 11513,     4
   834,   334,     3
   835,  2507,     2
   836, 43860,     1
   837, 36323,     2
   838,  1967,     2
   839,  3217,     2
   840,  1027,     1
   841,  3189,     1
   842, 11555,     3
   843, 17882,     2
   844,  8857,     4
   845,  8171,     2
   846, 41801,     1
   847, 50161,     2
   848, 24571,     2
   849, 14996,     2
   850, 14384,     2
   851,  3869,     1
   852,   584,     4
   853, 32176,     3
   854, 18598,     2
   855, 11301,     1
   856,  3126,     4
   857,  5542,     1
   858,  7045,     2
   859,   536,     4
   860,  5313,     1
   861, 65216,     2
   862,  4672,     3
   863, 40749,     3
   864, 14834,     2
   865, 11198,     2
   866,  6350,     3
   867, 15396,     1
   868, 67351,     2
   869, 28490,     2
   870, 11118,     2
   871, 15771,     1
   872, 68507,     2
   873, 17140,     1
   874, 12080,     2
   875,113155,     2
   876,  2952,     1
   877,  1592,     4
   878,  9682,     4
   879, 13677,     1
   880,  4136,     4
   881,  4030,     3
   882, 15614,     1
   883,  9711,     1
   884, 30004,     1
   885,   739,     2
   886,  6963,     3
   887,  1007,     1
   888, 30944,     1
   889, 10836,     2
   890,  8811,     2
   891, 19539,     3
   892,    25,     2
   893, 24032,     2
   894, 24113,     2
   895, 61761,     2
   896,  5672,     1
   897, 14970,     2
   898, 33676,     1
   899,  1241,     3
   900, 29638,     3
   901, 44786,     2
   902,  6216,     1
   903, 27687,     1
   904, 35501,     3
   905, 14808,     2
   906, 51050,     1
   907, 11491,     2
   908, 29764,     2
   909, 26067,     1
   910, 33370,     1
   911, 49996,     2
   912, 21434,     1
   913, 45237,     2
   914,  8647,     2
   915, 37357,     3
   916,   152,     1
   917, 10164,     1
   918, 22168,     1
   919,  5301,     2
   920,  6283,     2
   921, 99121,     3
   922, 27598,     2
   923,  6546,     2
   924, 62754,     3
   925,   386,     2
   926, 20602,     2
   927, 36794,     1
   928, 10667,     4
   929,  1292,     4
   930,  1855,     1
   931, 54038,     1
   932, 19373,     1
   933, 18323,     4
   934,  1861,     2
   935, 17203,     2
   936,  9624,     3
   937, 28519,     1
   938, 16564,     1
   939, 39110,     3
   940,  4588,     1
   941, 16505,     1
   942,  2714,     2
   943, 75324,     2
   944,   253,     1
   945, 17418,     2
   946, 16008,     1
   947, 22357,     2
   948, 25138,     1
   949, 61376,     1
   950,  8272,     2
   951,  9373,     2
   952, 19008,     2
   953,  3641,     1
   954,  3725,     2
   955, 13900,     1
   956,  5607,     2
   957,  2569,     2
   958, 28007,     3
   959, 43775,     2
   960, 84344,     1
   961, 26783,     1
   962,  4482,     3
   963, 58044,     2
   964, 21499,     2
   965, 16487,     3
   966,  9197,     3
   967,  8113,     4
   968, 41182,     1
   969, 17376,     2
   970,  9260,     2
   971, 29758,     2
   972,  4211,     4
   973, 11905,     1
   974, 20334,     1
   975, 10293,     2
   976,  1865,     1
   977,  1641,     2
   978, 23592,     1
   979, 13779,     1
   980,  9799,     2
   981, 13956,     1
   982,  3571,     1
   983,  5760,     1
   984, 19683,     2
   985, 16975,     2
   986, 57403,     2
   987, 21901,     2
   988, 10922,     2
   989,  4733,     1
   990, 15001,     1
   991, 11322,     4
   992, 28486,     2
   993, 83655,     4
   994,  3999,     3
   995, 81433,     1
   996, 15766,     2
   997, 10182,     1
   998, 12983,     1
   999, 39551,     2
  1000,  1248,     2
  1001, 57320,     2
  1002,    78,     1
  1003,  7622,     4
  1004,  4357,     2
  1005,  2966,     1
  1006, 89937,     1
  1007, 11082,     4
  1008,  6590,     1
  1009, 10354,     1
  1010,  2240,     1
  1011, 13582,     3
  1012, 15581,     4
  1013, 26205,     1
  1014,  7030,     2
  1015, 19684,     3
  1016, 41178,     2
  1017,  1779,     3
  1018, 33927,     1
  1019,   907,     2
  1020, 33561,     1
  1021, 68267,     2
  1022, 11347,     2
  1023, 44007,     2
  1024, 10516,     2
  1025, 20262,     1
  1026, 32408,     2
  1027,  3721,     2
  1028,  4103,     3
  1029,  4868,     4
  1030, 12956,     1
  1031,  3420,     3
  1032,  3388,     1
  1033,   443,     2
  1034,  7289,     1
  1035,    49,     2
  1036, 17197,     1
  1037, 20734,     1
  1038, 19677,     2
  1039, 90375,     4
  1040,  7446,     2
  1041,146015,     1
  1042, 32854,     2
  1043, 24161,     2
  1044, 55953,     2
  1045, 20861,     2
  1046, 10989,     3
  1047, 13353,     2
  1048, 15158,     2
  1049,  2532,     2
  1050,  8879,     2
  1051, 59491,     2
  1052, 11759,     1
  1053, 46150,     1
  1054, 50860,     3
  1055, 37458,     2
  1056, 23284,     2
  1057,   392,     2
  1058,  8643,     2
  1059, 21465,     2
  1060, 23634,     1
  1061,  8973,     3
  1062,  2599,     2
  1063, 17897,     2
  1064, 24071,     1
  1065, 44260,     2
  1066, 21798,     3
  1067, 45324,     4
  1068, 46878,     2
  1069,  4777,     3
  1070, 18794,     3
  1071,  4299,     2
  1072, 10344,     2
  1073,  2652,     2
  1074, 14761,     1
  1075, 11447,     3
  1076, 26482,     3
  1077, 28288,     1
  1078,  8331,     1
  1079, 24048,     2
  1080,  1593,     2
  1081,  6907,     1
  1082, 25364,     2
  1083,  1837,     2
  1084, 16828,     2
  1085,  8869,     1
  1086, 17841,     2
  1087, 28358,     2
  1088,  5901,     3
  1089, 10720,     1
  1090,  6725,     2
  1091, 36206,     1
  1092,  3960,     4
  1093,  3858,     1
  1094, 25698,     1
  1095, 52375,     2
  1096,112307,     1
  1097,  8227,     4
  1098, 22966,     2
  1099,  9387,     2
  1100, 74019,     1
  1101, 13065,     2
  1102, 27560,     2
  1103, 12881,     3
  1104, 29334,     1
  1105, 16161,     2
  1106, 29233,     2
  1107, 22207,     3
  1108, 17551,     1
  1109, 22819,     2
  1110,  9563,     3
  1111,  8346,     1
  1112, 28140,     1
  1113, 18480,     3
  1114,  7064,     1
  1115, 33992,     2
  1116,  8133,     1
  1117,  8840,     1
  1118, 36206,     4
  1119, 61514,     2
  1120, 14658,     3
  1121,  6680,     2
  1122, 16561,     2
  1123, 34598,     1
  1124, 38799,     2
  1125, 45433,     4
  1126,  4034,     1
  1127,  8480,     1
  1128, 14848,     4
  1129,   979,     1
  1130,  1350,     1
  1131, 42333,     2
  1132, 32923,     2
  1133,  6900,     3
  1134, 69833,     2
  1135,  6148,     1
  1136, 21601,     4
  1137, 37029,     2
  1138, 29860,     2
  1139, 14110,     2
  1140, 17715,     2
  1141, 10789,     1
  1142, 16616,     2
  1143, 20474,     3
  1144, 28992,     1
  1145,  1613,     2
  1146,  9742,     1
  1147, 12276,     2
  1148, 16459,     3
  1149,  1485,     1
  1150, 16046,     2
  1151, 12107,     2
  1152, 31269,     1
  1153, 14431,     2
  1154, 12935,     2
  1155, 15664,     1
  1156, 15854,     4
  1157,  4177,     1
  1158, 80029,     2
  1159,  5641,     2
  1160, 74578,     1
  1161, 12066,     1
  1162,  8447,     3
  1163, 19803,     1
  1164, 15041,     2
  1165,  1195,     3
  1166, 99874,     1
  1167, 11494,     1
  1168, 57204,     3
  1169, 17374,     4
  1170, 11254,     1
  1171, 61100,     1
  1172,  8577,     4
  1173,  6682,     1
  1174, 43214,     2
  1175,  1807,     4
  1176, 31372,     2
  1177,  4651,     1
  1178, 34842,     4
  1179,  9706,     1
  1180,  1600,     1
  1181, 11742,     2
  1182,132438,     4
  1183,  9720,     2
  1184, 43864,     1
  1185,  2035,     1
  1186, 13157,     1
  1187, 38294,     3
  1188,  6969,     3
  1189, 26973,     1
  1190,  3968,     3
  1191, 31426,     1
  1192, 38014,     2
  1193, 37353,     1
  1194, 49530,     4
  1195,   187,     1
  1196,  2258,     2
  1197, 18713,     1
  1198, 26663,     1
  1199, 60947,     3
  1200,119044,     4
  1201,  1714,     1
  1202,  6130,     4
  1203,  7596,     2
  1204,  7583,     1
  1205, 10819,     2
  1206, 15480,     4
  1207,  4559,     1
  1208, 16865,     4
  1209,113161,     1
  1210,    17,     2
  1211, 11376,     1
  1212,  3770,     1
  1213, 21369,     2
  1214, 31704,     1
  1215,  6974,     2
  1216, 45049,     1
  1217,  5051,     2
  1218, 70707,     2
  1219,102574,     1
  1220, 42052,     1
  1221, 11436,     2
  1222, 52030,     1
  1223, 51134,     1
  1224,  9860,     1
  1225, 70754,     4
  1226,  3008,     2
  1227, 18476,     1
  1228, 16050,     1
  1229,  3051,     2
  1230, 22562,     1
  1231, 32302,     1
  1232, 48185,     2
  1233, 19491,     3
  1234, 34042,     2
  1235,  5648,     1
  1236, 22627,     3
  1237, 12908,     2
  1238, 50103,     3
  1239, 23332,     1
  1240, 47287,     3
  1241, 36963,     2
  1242, 27502,     1
  1243, 12115,     3
  1244, 26358,     2
  1245, 17381,     2
  1246,  8767,     1
  1247, 20862,     2
  1248,  5383,     3
  1249, 27601,     2
  1250,  2174,     4
  1251,  3380,     2
  1252,  8369,     1
  1253, 74737,     2
  1254,137635,     1
  1255, 23844,     2
  1256, 26587,     3
  1257,  9966,     1
  1258, 61694,     2
  1259, 16987,     3
  1260, 76497,     1
  1261, 10609,     2
  1262, 26711,     2
  1263,   335,     2
  1264,  9636,     2
  1265, 69300,     3
  1266, 22273,     3
  1267,  1305,     1
  1268, 43528,     2
  1269,  6225,     2
  1270,  5245,     1
  1271,   855,     3
  1272, 26518,     2
  1273, 25793,     2
  1274, 17293,     3
  1275, 39687,     2
  1276,   910,     1
  1277,  9742,     2
  1278, 98793,     3
  1279, 12203,     3
  1280, 12376,     2
  1281,  1029,     2
  1282,  6561,     2
  1283, 32652,     1
  1284, 32128,     2
  1285,119342,     2
  1286, 10694,     3
  1287, 10141,     2
  1288, 81464,     4
  1289, 81548,     2
  1290,  7915,     1
  1291, 12816,     1
  1292, 22529,     2
  1293, 12717,     2
  1294, 11704,     2
  1295, 10271,     1
  1296, 12486,     1
  1297,  3411,     2
  1298, 45942,     3
  1299, 63824,     1
  1300,  7600,     2
  1301, 32962,     2
  1302,  5009,     1
  1303,104090,     1
  1304, 30274,     1
  1305, 10739,     1
  1306, 15491,     3
  1307, 17759,     2
  1308, 29273,     1
  1309,    30,     3
  1310,  1263,     2
  1311,   404,     4
  1312, 12456,     2
  1313, 48115,     1
  1314, 48981,     2
  1315, 37430,     2
  1316,  8506,     1
  1317, 37074,     1
  1318,  9986,     1
  1319,  9812,     2
  1320,  5640,     3
  1321, 16848,     1
  1322,  4161,     2
  1323, 28884,     2
  1324, 16283,     3
  1325, 13014,     1
  1326, 26069,     2
  1327,   753,     2
  1328,  3438,     1
  1329, 72735,     2
  1330, 68857,     3
  1331,105776,     2
  1332,  1812,     3
  1333,  3002,     2
  1334, 75208,     4
  1335,  4109,     4
  1336,   352,     2
  1337, 19189,     1
  1338, 94284,     1
  1339, 48503,     1
  1340, 14904,     4
  1341,  8537,     2
  1342, 17836,     2
  1343,  7211,     2
  1344, 42001,     3
  1345,  2939,     3
  1346, 17385,     1
  1347, 13359,     2
  1348,  4782,     2
  1349, 13059,     1
  1350,   364,     3
  1351,  7892,     4
  1352, 92387,     1
  1353,  4003,     2
  1354, 10481,     2
  1355, 43579,     2
  1356, 21666,     3
  1357, 39924,     3
  1358,  3924,     3
  1359,  5830,     1
  1360,  1114,     2
  1361, 33334,     4
  1362, 17699,     4
  1363,  3334,     3
  1364, 24558,     2
  1365,  1307,     2
  1366,  1337,     4
  1367, 48232,     1
  1368, 27119,     1
  1369, 63089,     2
