jobid,duration,size
   426, 20226,     1
   427,101053,     2
   428,  4274,     1
   429, 43150,     1
   430, 81575,     1
   431, 89974,     4
   432, 95799,     4
   433,  9608,     2
   434, 33840,     1
   435, 26719,     1
   436, 31256,     1
   437,120668,     1
   438, 50790,     4
   439, 59206,     2
   440, 26915,     1
   441,  6234,     1
   442, 43312,     3
   443,  8179,     1
   444, 33114,     1
   445,  5503,     1
   446, 89219,     2
   447, 32630,     1
   448, 49453,     2
   449,  7506,     2
   450, 27311,     1
   451, 15568,     1
   452, 21965,     1
   453, 17531,     1
   454, 27018,     3
   455,  6465,     3
   456,  4192,     1
   457, 18714,     1
   458, 20123,     2
   459, 14609,     3
   460, 13789,     3
   461, 69435,     1
   462, 19865,     2
   463, 47559,     1
   464, 18991,     1
   465, 11960,     1
   466,  8304,     1
   467,   731,     2
   468, 13198,     1
   469, 23190,     1
   470, 21922,     3
   471, 53132,     2
   472, 30344,     2
   473, 25116,     1
   474,   474,     2
   475, 19762,     1
   476, 15367,     2
   477,  2968,     2
   478,  2894,     1
   479, 25797,     1
   480,  2725,     2
   481, 10561,     1
   482,  3999,     2
   483, 17316,     1
   484, 11217,     1
   485, 23224,     1
   486, 42564,     1
   487, 19737,     3
   488, 29679,     3
   489,  1925,     1
   490,   271,     1
   491,  9642,     4
   492, 31065,     1
   493, 11642,     1
   494, 22774,     3
   495, 21399,     2
   496, 33387,     1
   497,   691,     1
   498, 93658,     2
   499, 41424,     3
   500, 30067,     1
   501, 31697,     2
   502, 23042,     2
   503,  9986,     2
   504, 22432,     3
   505, 25706,     3
   506, 62886,     3
   507,  4278,     1
   508, 22748,     2
   509, 16291,     2
   510,108970,     1
   511,  5742,     2
   512,132718,     3
   513, 19403,     3
   514, 38649,     1
   515, 21381,     2
   516,117738,     3
   517,  5435,     2
   518, 34481,     1
   519,  6232,     1
   520,  9044,     3
   521, 16956,     2
   522, 36985,     4
   523,  8718,     2
   524,  9198,     2
   525,  9308,     1
   526, 25703,     2
   527,  9395,     1
   528, 41298,     4
   529,  7584,     2
   530,   653,     4
   531,  2633,     4
   532, 14889,     2
   533, 16599,     3
   534, 27223,     2
   535, 24685,     1
   536, 25672,     2
   537,  3527,     2
   538, 48562,     1
   539, 60982,     2
   540,  3512,     1
   541,  2778,     1
   542,    35,     2
   543, 21138,     1
   544, 51687,     4
   545,  4444,     2
   546,  5031,     1
   547,  8224,     2
   548, 21381,     1
   549, 12449,     1
   550,   696,     2
   551,  2724,     3
   552,  2591,     1
   553,   182,     2
   554, 31589,     1
   555,  3321,     2
   556,  6167,     2
   557, 37237,     3
   558, 20550,     1
   559, 54540,     4
   560,  8351,     2
   561, 40037,     4
   562,  8383,     2
   563, 45832,     1
   564, 30021,     1
   565,  4504,     2
   566,  2995,     2
   567, 35882,     2
   568,  9562,     2
   569,   984,     3
   570, 22452,     3
   571, 33252,     4
   572, 49244,     2
   573, 47804,     1
   574,167466,     2
   575, 45611,     2
   576,  7965,     1
   577,  3036,     2
   578,  4956,     3
   579,   498,     1
   580,  4639,     2
   581,  5301,     2
   582, 10834,     1
   583, 32016,     1
   584, 35667,     2
   585,  9139,     2
   586, 14631,     2
   587,  1497,     2
   588,  7612,     4
   589,  1107,     1
   590, 58637,     2
   591,   385,     1
   592, 26663,     1
   593,  2471,     3
   594, 50967,     3
   595, 19702,     2
   596,  1546,     3
   597,  6647,     2
   598,  8578,     2
   599,  3796,     1
   600,  9145,     1
   601, 22178,     3
   602,  3518,     3
   603, 37494,     2
   604,  6997,     1
   605, 43476,     3
   606,  4052,     2
   607, 17086,     1
   608,  1530,     2
   609,  1697,     2
   610, 35466,     2
   611,114782,     2
   612,  7134,     1
   613, 14254,     2
   614,  9828,     2
   615,  1210,     1
   616, 30389,     1
   617, 37561,     2
   618, 35763,     2
   619,  6981,     3
   620,   267,     2
   621,  1614,     3
   622, 11973,     2
   623, 78006,     2
   624, 34904,     3
   625,  6173,     1
   626, 77865,     2
   627,  2656,     1
   628, 13183,     2
   629, 68971,     3
   630, 70239,     2
   631, 25487,     2
   632, 40363,     1
   633,   672,     1
   634,  6336,     2
   635, 96988,     2
   636,  2580,     1
   637, 31077,     2
   638, 11929,     1
   639, 32191,     1
   640, 17005,     1
   641,  3251,     1
   642,  7621,     4
   643,  6611,     2
   644,  6232,     1
   645,  6597,     1
   646,  3916,     3
   647,  4200,     1
   648, 21057,     2
   649, 46053,     2
   650, 36538,     2
   651,  6823,     1
   652, 13563,     2
   653,   393,     3
   654, 24654,     3
   655,  2499,     1
   656,  9968,     4
   657, 12720,     3
   658, 25575,     2
   659,  2126,     2
   660,  7238,     2
   661,  6843,     1
   662, 27412,     2
   663,  7651,     2
   664, 19259,     1
   665, 28846,     1
   666, 11732,     1
   667, 19485,     1
   668, 29225,     1
   669, 11923,     2
   670, 22190,     2
   671, 57697,     2
   672, 39991,     1
   673,  1601,     1
   674,  2882,     1
   675, 23185,     2
   676, 15401,     4
   677, 12353,     2
   678,  9900,     3
   679,  3917,     2
   680, 65675,     1
   681,  8487,     2
   682, 16276,     3
   683,  2801,     1
   684,  7044,     1
   685, 51779,     1
   686, 42939,     2
   687, 14628,     1
   688, 39982,     1
   689, 27613,     1
   690,  3979,     4
   691, 12535,     1
   692, 15924,     1
   693, 14276,     1
   694, 21151,     1
   695, 25867,     3
   696, 11309,     1
   697,  1967,     2
   698, 30438,     2
   699, 81147,     1
   700,  6738,     1
   701, 21723,     1
   702, 14070,     1
   703,  9925,     3
   704,  2551,     1
   705, 33281,     1
   706, 14739,     1
   707, 26171,     2
   708, 11931,     2
   709, 69421,     1
   710,  2998,     1
   711,    80,     2
   712,  9348,     1
   713, 68017,     3
   714,  6397,     2
   715, 30466,     3
   716, 30105,     1
   717, 28463,     2
   718, 15702,     2
   719, 15671,     2
   720,  3644,     1
   721,  6588,     3
   722,  5260,     1
   723,  6164,     1
   724,  2527,     2
   725, 22609,     2
   726, 99150,     3
   727,  7550,     1
   728,  2288,     1
   729, 13933,     1
   730,  5388,     2
   731, 70987,     2
   732, 30480,     2
   733, 35101,     3
   734, 58004,     1
   735,  9563,     2
   736, 30555,     1
   737, 12688,     1
   738, 85230,     1
   739, 14963,     2
   740, 12708,     4
   741, 15587,     1
   742, 18296,     2
   743, 42486,     2
   744, 46817,     2
   745,  1588,     2
   746,136548,     1
   747,  3604,     4
   748,  5703,     3
   749, 33926,     2
   750, 64346,     2
   751,  3335,     1
   752, 21564,     2
   753,  3767,     3
   754, 35230,     2
   755, 29726,     4
   756, 45850,     1
   757,  1857,     1
   758,  6607,     2
   759, 65693,     4
   760, 31498,     1
   761,  8339,     1
   762,  9393,     1
   763,  7809,     2
   764, 33856,     1
   765, 61143,     1
   766, 15061,     2
   767, 15238,     2
   768, 19401,     2
   769, 17563,     2
   770, 13545,     2
   771, 19765,     1
   772,  1919,     1
   773, 20174,     2
   774,  8249,     2
   775,  7889,     4
   776,  8505,     2
   777,  6217,     4
   778, 40551,     4
   779,  8900,     2
   780,  1634,     3
   781, 30452,     1
   782,    63,     3
   783, 21191,     3
   784,  8805,     2
   785,  7920,     2
   786, 19910,     3
   787, 48271,     1
   788, 20116,     1
   789, 15866,     1
   790,  6079,     2
   791, 21016,     1
   792, 71235,     1
   793, 12368,     4
   794,  6044,     1
   795, 53241,     3
   796, 28367,     1
   797, 13212,     3
   798,  4341,     2
   799, 22536,     1
   800,  9643,     1
   801,  5697,     1
   802,  4091,     3
   803, 24765,     2
   804, 23120,     1
   805, 29585,     1
   806,   476,     1
   807,  1341,     1
   808, 37162,     2
   809, 10725,     1
   810,  5974,     2
   811, 13985,     1
   812,  3169,     2
   813, 32198,     1
   814, 17747,     2
   815,  8943,     2
   816, 40361,     3
   817, 58585,     1
   818, 21255,     1
   819, 16820,     1
   820, 31192,     1
   821, 51784,     2
   822, 13542,     1
   823,  8600,     3
   824,  9524,     1
   825, 59619,     1
   826,  4561,     4
   827,  2502,     3
   828,  8545,     2
   829, 18695,     4
   830,  5911,     2
   831, 21530,     1
   832, 44157,     3
   833, 11513,     2
   834,   334,     1
   835,  2507,     1
   836, 43860,     2
   837, 36323,     1
   838,  1967,     1
   839,  3217,     2
   840,  1027,     1
   841,  3189,     4
   842, 11555,     2
   843, 17882,     4
   844,  8857,     2
   845,  8171,     1
   846, 41801,     3
   847, 50161,     3
   848, 24571,     2
   849, 14996,     2
   850, 14384,     2
   851,  3869,     1
   852,   584,     1
   853, 32176,     1
   854, 18598,     2
   855, 11301,     1
   856,  3126,     1
   857,  5542,     3
   858,  7045,     1
   859,   536,     2
   860,  5313,     3
   861, 65216,     2
   862,  4672,     2
   863, 40749,     1
   864, 14834,     2
   865, 11198,     1
   866,  6350,     1
   867, 15396,     4
   868, 67351,     2
   869, 28490,     3
   870, 11118,     1
   871, 15771,     1
   872, 68507,     4
   873, 17140,     1
   874, 12080,     3
   875,113155,     2
   876,  2952,     2
   877,  1592,     1
   878,  9682,     2
   879, 13677,     1
   880,  4136,     1
   881,  4030,     3
   882, 15614,     2
   883,  9711,     1
   884, 30004,     3
   885,   739,     2
   886,  6963,     3
   887,  1007,     2
   888, 30944,     2
   889, 10836,     1
   890,  8811,     3
   891, 19539,     2
   892,    25,     3
   893, 24032,     3
   894, 24113,     3
   895, 61761,     2
   896,  5672,     4
   897, 14970,     1
   898, 33676,     4
   899,  1241,     2
   900, 29638,     2
   901, 44786,     1
   902,  6216,     2
   903, 27687,     3
   904, 35501,     1
   905, 14808,     2
   906, 51050,     2
   907, 11491,     1
   908, 29764,     3
   909, 26067,     3
   910, 33370,     3
   911, 49996,     1
   912, 21434,     1
   913, 45237,     3
   914,  8647,     2
   915, 37357,     4
   916,   152,     1
   917, 10164,     3
   918, 22168,     2
   919,  5301,     3
   920,  6283,     1
   921, 99121,     1
   922, 27598,     1
   923,  6546,     1
   924, 62754,     4
   925,   386,     1
   926, 20602,     1
   927, 36794,     3
   928, 10667,     1
   929,  1292,     4
   930,  1855,     2
   931, 54038,     1
   932, 19373,     2
   933, 18323,     2
   934,  1861,     2
   935, 17203,     1
   936,  9624,     1
   937, 28519,     2
   938, 16564,     1
   939, 39110,     2
   940,  4588,     1
   941, 16505,     2
   942,  2714,     2
   943, 75324,     1
   944,   253,     1
   945, 17418,     4
   946, 16008,     2
   947, 22357,     2
   948, 25138,     1
   949, 61376,     2
   950,  8272,     3
   951,  9373,     1
   952, 19008,     1
   953,  3641,     3
   954,  3725,     2
   955, 13900,     1
   956,  5607,     4
   957,  2569,     2
   958, 28007,     2
   959, 43775,     2
   960, 84344,     1
   961, 26783,     1
   962,  4482,     1
   963, 58044,     1
   964, 21499,     1
   965, 16487,     1
   966,  9197,     2
   967,  8113,     1
   968, 41182,     2
   969, 17376,     2
   970,  9260,     2
   971, 29758,     4
   972,  4211,     1
   973, 11905,     2
   974, 20334,     3
   975, 10293,     2
   976,  1865,     4
   977,  1641,     3
   978, 23592,     2
   979, 13779,     2
   980,  9799,     1
   981, 13956,     1
   982,  3571,     2
   983,  5760,     1
   984, 19683,     4
   985, 16975,     1
   986, 57403,     1
   987, 21901,     2
   988, 10922,     2
   989,  4733,     4
   990, 15001,     1
   991, 11322,     1
   992, 28486,     1
   993, 83655,     3
   994,  3999,     2
   995, 81433,     3
   996, 15766,     3
   997, 10182,     1
   998, 12983,     1
   999, 39551,     3
  1000,  1248,     3
  1001, 57320,     2
  1002,    78,     2
  1003,  7622,     1
  1004,  4357,     1
  1005,  2966,     1
  1006, 89937,     2
  1007, 11082,     2
  1008,  6590,     2
  1009, 10354,     2
  1010,  2240,     4
  1011, 13582,     2
  1012, 15581,     2
  1013, 26205,     1
  1014,  7030,     1
  1015, 19684,     1
  1016, 41178,     2
  1017,  1779,     2
  1018, 33927,     1
  1019,   907,     2
  1020, 33561,     2
  1021, 68267,     1
  1022, 11347,     1
  1023, 44007,     4
  1024, 10516,     1
  1025, 20262,     2
  1026, 32408,     3
  1027,  3721,     1
  1028,  4103,     4
  1029,  4868,     2
  1030, 12956,     2
  1031,  3420,     1
  1032,  3388,     1
  1033,   443,     2
  1034,  7289,     2
  1035,    49,     1
  1036, 17197,     4
  1037, 20734,     2
  1038, 19677,     1
  1039, 90375,     2
  1040,  7446,     1
  1041,146015,     1
  1042, 32854,     1
  1043, 24161,     2
  1044, 55953,     1
  1045, 20861,     2
  1046, 10989,     2
  1047, 13353,     3
  1048, 15158,     1
  1049,  2532,     4
  1050,  8879,     2
  1051, 59491,     2
  1052, 11759,     2
  1053, 46150,     2
  1054, 50860,     2
  1055, 37458,     3
  1056, 23284,     2
  1057,   392,     2
  1058,  8643,     2
  1059, 21465,     2
  1060, 23634,     2
  1061,  8973,     3
  1062,  2599,     1
  1063, 17897,     1
  1064, 24071,     2
  1065, 44260,     1
  1066, 21798,     3
  1067, 45324,     1
  1068, 46878,     2
  1069,  4777,     2
  1070, 18794,     2
  1071,  4299,     1
  1072, 10344,     1
  1073,  2652,     1
  1074, 14761,     1
  1075, 11447,     2
  1076, 26482,     1
  1077, 28288,     1
  1078,  8331,     1
  1079, 24048,     1
  1080,  1593,     2
  1081,  6907,     3
  1082, 25364,     2
  1083,  1837,     2
  1084, 16828,     1
  1085,  8869,     2
  1086, 17841,     3
  1087, 28358,     1
  1088,  5901,     3
  1089, 10720,     2
  1090,  6725,     1
  1091, 36206,     3
  1092,  3960,     2
  1093,  3858,     3
  1094, 25698,     2
  1095, 52375,     2
  1096,112307,     1
  1097,  8227,     2
  1098, 22966,     1
  1099,  9387,     1
  1100, 74019,     1
  1101, 13065,     1
  1102, 27560,     3
  1103, 12881,     1
  1104, 29334,     2
  1105, 16161,     2
  1106, 29233,     2
  1107, 22207,     3
  1108, 17551,     1
  1109, 22819,     1
  1110,  9563,     2
  1111,  8346,     1
  1112, 28140,     1
  1113, 18480,     3
  1114,  7064,     2
  1115, 33992,     1
  1116,  8133,     2
  1117,  8840,     2
  1118, 36206,     2
  1119, 61514,     3
  1120, 14658,     3
  1121,  6680,     2
  1122, 16561,     1
  1123, 34598,     2
  1124, 38799,     2
  1125, 45433,     2
  1126,  4034,     2
  1127,  8480,     1
  1128, 14848,     2
  1129,   979,     2
  1130,  1350,     1
  1131, 42333,     1
  1132, 32923,     3
  1133,  6900,     3
  1134, 69833,     2
  1135,  6148,     2
  1136, 21601,     3
  1137, 37029,     3
  1138, 29860,     1
  1139, 14110,     2
  1140, 17715,     1
  1141, 10789,     2
  1142, 16616,     1
  1143, 20474,     1
  1144, 28992,     1
  1145,  1613,     1
  1146,  9742,     1
  1147, 12276,     1
  1148, 16459,     1
  1149,  1485,     2
  1150, 16046,     2
  1151, 12107,     3
  1152, 31269,     2
  1153, 14431,     1
  1154, 12935,     1
  1155, 15664,     2
  1156, 15854,     1
  1157,  4177,     1
  1158, 80029,     2
  1159,  5641,     2
  1160, 74578,     2
  1161, 12066,     2
  1162,  8447,     2
  1163, 19803,     1
  1164, 15041,     2
  1165,  1195,     2
  1166, 99874,     1
  1167, 11494,     4
  1168, 57204,     1
  1169, 17374,     1
  1170, 11254,     2
  1171, 61100,     1
  1172,  8577,     3
  1173,  6682,     2
  1174, 43214,     4
  1175,  1807,     2
  1176, 31372,     2
  1177,  4651,     1
  1178, 34842,     2
  1179,  9706,     2
  1180,  1600,     3
  1181, 11742,     2
  1182,132438,     4
  1183,  9720,     2
  1184, 43864,     2
  1185,  2035,     2
  1186, 13157,     1
  1187, 38294,     3
  1188,  6969,     2
  1189, 26973,     2
  1190,  3968,     1
  1191, 31426,     1
  1192, 38014,     3
  1193, 37353,     2
  1194, 49530,     1
  1195,   187,     2
  1196,  2258,     1
  1197, 18713,     2
  1198, 26663,     1
  1199, 60947,     2
  1200,119044,     3
  1201,  1714,     2
  1202,  6130,     1
  1203,  7596,     3
  1204,  7583,     1
  1205, 10819,     3
  1206, 15480,     3
  1207,  4559,     2
  1208, 16865,     1
  1209,113161,     2
  1210,    17,     3
  1211, 11376,     1
  1212,  3770,     2
  1213, 21369,     2
  1214, 31704,     4
  1215,  6974,     1
  1216, 45049,     1
  1217,  5051,     2
  1218, 70707,     2
  1219,102574,     4
  1220, 42052,     1
  1221, 11436,     4
  1222, 52030,     2
  1223, 51134,     4
  1224,  9860,     2
  1225, 70754,     4
  1226,  3008,     1
  1227, 18476,     2
  1228, 16050,     1
  1229,  3051,     1
  1230, 22562,     4
  1231, 32302,     2
  1232, 48185,     2
  1233, 19491,     3
  1234, 34042,     1
  1235,  5648,     2
  1236, 22627,     1
  1237, 12908,     3
  1238, 50103,     1
  1239, 23332,     2
  1240, 47287,     2
  1241, 36963,     1
  1242, 27502,     2
  1243, 12115,     2
  1244, 26358,     2
  1245, 17381,     1
  1246,  8767,     3
  1247, 20862,     2
  1248,  5383,     2
  1249, 27601,     2
  1250,  2174,     2
  1251,  3380,     4
  1252,  8369,     2
  1253, 74737,     1
  1254,137635,     2
  1255, 23844,     2
  1256, 26587,     3
  1257,  9966,     2
  1258, 61694,     4
  1259, 16987,     2
  1260, 76497,     3
  1261, 10609,     1
  1262, 26711,     1
  1263,   335,     1
  1264,  9636,     1
  1265, 69300,     2
  1266, 22273,     1
  1267,  1305,     2
  1268, 43528,     3
  1269,  6225,     2
  1270,  5245,     2
  1271,   855,     2
  1272, 26518,     2
  1273, 25793,     2
  1274, 17293,     2
  1275, 39687,     2
  1276,   910,     3
  1277,  9742,     3
  1278, 98793,     1
  1279, 12203,     2
  1280, 12376,     1
  1281,  1029,     4
  1282,  6561,     1
  1283, 32652,     4
  1284, 32128,     1
  1285,119342,     1
  1286, 10694,     1
  1287, 10141,     4
  1288, 81464,     3
  1289, 81548,     3
  1290,  7915,     1
  1291, 12816,     1
  1292, 22529,     2
  1293, 12717,     4
  1294, 11704,     2
  1295, 10271,     1
  1296, 12486,     2
  1297,  3411,     1
  1298, 45942,     3
  1299, 63824,     1
  1300,  7600,     3
  1301, 32962,     2
  1302,  5009,     1
  1303,104090,     4
  1304, 30274,     1
  1305, 10739,     2
  1306, 15491,     2
  1307, 17759,     3
  1308, 29273,     2
  1309,    30,     1
  1310,  1263,     1
  1311,   404,     1
  1312, 12456,     3
  1313, 48115,     1
  1314, 48981,     2
  1315, 37430,     3
  1316,  8506,     1
  1317, 37074,     1
  1318,  9986,     1
  1319,  9812,     1
  1320,  5640,     2
  1321, 16848,     3
  1322,  4161,     2
  1323, 28884,     3
  1324, 16283,     1
  1325, 13014,     2
  1326, 26069,     1
  1327,   753,     1
  1328,  3438,     1
  1329, 72735,     1
  1330, 68857,     1
  1331,105776,     2
  1332,  1812,     1
  1333,  3002,     2
  1334, 75208,     2
  1335,  4109,     2
  1336,   352,     3
  1337, 19189,     3
  1338, 94284,     1
  1339, 48503,     2
  1340, 14904,     2
  1341,  8537,     2
  1342, 17836,     2
  1343,  7211,     4
  1344, 42001,     1
  1345,  2939,     3
  1346, 17385,     4
  1347, 13359,     1
  1348,  4782,     2
  1349, 13059,     1
  1350,   364,     2
  1351,  7892,     3
  1352, 92387,     2
  1353,  4003,     1
  1354, 10481,     1
  1355, 43579,     1
  1356, 21666,     3
  1357, 39924,     3
  1358,  3924,     2
  1359,  5830,     1
  1360,  1114,     1
  1361, 33334,     2
  1362, 17699,     2
  1363,  3334,     3
  1364, 24558,     3
  1365,  1307,     4
  1366,  1337,     3
  1367, 48232,     3
  1368, 27119,     2
  1369, 63089,     2
