jobid,duration,size
   531,  2633,     1
   532, 14889,     2
   533, 16599,     3
   534, 27223,     2
   535, 24685,     4
   536, 25672,     1
   537,  3527,     2
   538, 48562,     4
   539, 60982,     2
   540,  3512,     8
   541,  2778,     4
   542,    35,     1
   543, 21138,     2
   544, 51687,     2
   545,  4444,     1
   546,  5031,     4
   547,  8224,     5
   548, 21381,     1
   549, 12449,     3
   550,   696,     2
   551,  2724,     4
   552,  2591,     2
   553,   182,     4
   554, 31589,     1
   555,  3321,     7
   556,  6167,     2
   557, 37237,     8
   558, 20550,     2
   559, 54540,     2
   560,  8351,     1
   561, 40037,     3
   562,  8383,     2
   563, 45832,     3
   564, 30021,     3
   565,  4504,     5
   566,  2995,     6
   567, 35882,     6
   568,  9562,     3
   569,   984,     1
   570, 22452,     3
   571, 33252,     2
   572, 49244,     1
   573, 47804,     3
   574,167466,     5
   575, 45611,     2
   576,  7965,     2
   577,  3036,     2
   578,  4956,     1
   579,   498,     1
   580,  4639,     4
   581,  5301,     4
   582, 10834,     2
   583, 32016,     3
   584, 35667,     6
   585,  9139,     1
   586, 14631,     3
   587,  1497,     1
   588,  7612,     1
   589,  1107,     5
   590, 58637,     5
   591,   385,     2
   592, 26663,     5
   593,  2471,     4
   594, 50967,     3
   595, 19702,     1
   596,  1546,     2
   597,  6647,     5
   598,  8578,     5
   599,  3796,     2
   600,  9145,     2
   601, 22178,     4
   602,  3518,     2
   603, 37494,     1
   604,  6997,     2
   605, 43476,     3
   606,  4052,     4
   607, 17086,     2
   608,  1530,     1
   609,  1697,     3
   610, 35466,     3
   611,114782,     2
   612,  7134,     1
   613, 14254,     2
   614,  9828,     3
   615,  1210,     6
   616, 30389,     3
   617, 37561,     4
   618, 35763,     2
   619,  6981,     2
   620,   267,     4
   621,  1614,     1
   622, 11973,     2
   623, 78006,     1
   624, 34904,     3
   625,  6173,     4
   626, 77865,     4
   627,  2656,     2
   628, 13183,     1
   629, 68971,     2
   630, 70239,     3
   631, 25487,     2
   632, 40363,     1
   633,   672,     3
   634,  6336,     2
   635, 96988,     1
   636,  2580,     2
   637, 31077,     2
   638, 11929,     8
   639, 32191,     3
   640, 17005,     1
   641,  3251,     2
   642,  7621,     6
   643,  6611,     2
   644,  6232,     4
   645,  6597,     3
   646,  3916,     3
   647,  4200,     1
   648, 21057,     3
   649, 46053,     5
   650, 36538,     6
   651,  6823,     1
   652, 13563,     8
   653,   393,     5
   654, 24654,     3
   655,  2499,     3
   656,  9968,     4
   657, 12720,     2
   658, 25575,     3
   659,  2126,     2
   660,  7238,     1
   661,  6843,     1
   662, 27412,     2
   663,  7651,     1
   664, 19259,     1
   665, 28846,     3
   666, 11732,     3
   667, 19485,     4
   668, 29225,     1
   669, 11923,     2
   670, 22190,     2
   671, 57697,     3
   672, 39991,     7
   673,  1601,     3
   674,  2882,     5
   675, 23185,     3
   676, 15401,     1
   677, 12353,     3
   678,  9900,     6
   679,  3917,     1
   680, 65675,     2
   681,  8487,     1
   682, 16276,     2
   683,  2801,     1
   684,  7044,     2
   685, 51779,     2
   686, 42939,     7
   687, 14628,     1
   688, 39982,     2
   689, 27613,     2
   690,  3979,     2
   691, 12535,     4
   692, 15924,     1
   693, 14276,     3
   694, 21151,     4
   695, 25867,     2
   696, 11309,     2
   697,  1967,     2
   698, 30438,     2
   699, 81147,     5
   700,  6738,     1
   701, 21723,     1
   702, 14070,     1
   703,  9925,     2
   704,  2551,     3
   705, 33281,     1
   706, 14739,     1
   707, 26171,     3
   708, 11931,     2
   709, 69421,     5
   710,  2998,     3
   711,    80,     4
   712,  9348,     2
   713, 68017,     3
   714,  6397,     2
   715, 30466,     3
   716, 30105,     1
   717, 28463,     5
   718, 15702,     2
   719, 15671,     2
   720,  3644,     3
   721,  6588,     4
   722,  5260,     5
   723,  6164,     1
   724,  2527,     2
   725, 22609,     2
   726, 99150,     2
   727,  7550,     2
   728,  2288,     2
   729, 13933,     4
   730,  5388,     1
   731, 70987,     3
   732, 30480,     2
   733, 35101,     1
   734, 58004,     2
   735,  9563,     3
   736, 30555,     8
   737, 12688,     2
   738, 85230,     4
   739, 14963,     2
   740, 12708,     2
   741, 15587,     2
   742, 18296,     2
   743, 42486,     7
   744, 46817,     4
   745,  1588,     2
   746,136548,     3
   747,  3604,     1
   748,  5703,     3
   749, 33926,     4
   750, 64346,     2
   751,  3335,     6
   752, 21564,     1
   753,  3767,     1
   754, 35230,     4
   755, 29726,     7
   756, 45850,     1
   757,  1857,     1
   758,  6607,     1
   759, 65693,     3
   760, 31498,     1
   761,  8339,     1
   762,  9393,     2
   763,  7809,     2
   764, 33856,     4
   765, 61143,     2
   766, 15061,     3
   767, 15238,     2
   768, 19401,     1
   769, 17563,     3
   770, 13545,     2
   771, 19765,     7
   772,  1919,     3
   773, 20174,     8
   774,  8249,     7
   775,  7889,     3
   776,  8505,     4
   777,  6217,     2
   778, 40551,     5
   779,  8900,     6
   780,  1634,     4
   781, 30452,     3
   782,    63,     5
   783, 21191,     1
   784,  8805,     1
   785,  7920,     1
   786, 19910,     3
   787, 48271,     2
   788, 20116,     1
   789, 15866,     8
   790,  6079,     2
   791, 21016,     4
   792, 71235,     2
   793, 12368,     4
   794,  6044,     2
   795, 53241,     1
   796, 28367,     1
   797, 13212,     1
   798,  4341,     5
   799, 22536,     4
   800,  9643,     1
   801,  5697,     2
   802,  4091,     1
   803, 24765,     2
   804, 23120,     3
   805, 29585,     2
   806,   476,     2
   807,  1341,     1
   808, 37162,     3
   809, 10725,     2
   810,  5974,     2
   811, 13985,     3
   812,  3169,     4
   813, 32198,     2
   814, 17747,     2
   815,  8943,     2
   816, 40361,     1
   817, 58585,     3
   818, 21255,     1
   819, 16820,     5
   820, 31192,     2
   821, 51784,     2
   822, 13542,     7
   823,  8600,     4
   824,  9524,     4
   825, 59619,     6
   826,  4561,     3
   827,  2502,     2
   828,  8545,     5
   829, 18695,     2
   830,  5911,     2
   831, 21530,     1
   832, 44157,     2
   833, 11513,     1
   834,   334,     1
   835,  2507,     2
   836, 43860,     1
   837, 36323,     8
   838,  1967,     3
   839,  3217,     7
   840,  1027,     3
   841,  3189,     2
   842, 11555,     4
   843, 17882,     5
   844,  8857,     2
   845,  8171,     2
   846, 41801,     2
   847, 50161,     1
   848, 24571,     2
   849, 14996,     2
   850, 14384,     4
   851,  3869,     2
   852,   584,     2
   853, 32176,     5
   854, 18598,     1
   855, 11301,     4
   856,  3126,     5
   857,  5542,     3
   858,  7045,     2
   859,   536,     2
   860,  5313,     3
   861, 65216,     1
   862,  4672,     2
   863, 40749,     8
   864, 14834,     4
   865, 11198,     6
   866,  6350,     1
   867, 15396,     1
   868, 67351,     8
   869, 28490,     2
   870, 11118,     5
   871, 15771,     3
   872, 68507,     2
   873, 17140,     2
   874, 12080,     3
   875,113155,     2
   876,  2952,     2
   877,  1592,     4
   878,  9682,     3
   879, 13677,     2
   880,  4136,     5
   881,  4030,     3
   882, 15614,     4
   883,  9711,     3
   884, 30004,     4
   885,   739,     2
   886,  6963,     4
   887,  1007,     3
   888, 30944,     5
   889, 10836,     4
   890,  8811,     6
   891, 19539,     3
   892,    25,     7
   893, 24032,     2
   894, 24113,     8
   895, 61761,     3
   896,  5672,     3
   897, 14970,     1
   898, 33676,     2
   899,  1241,     4
   900, 29638,     1
   901, 44786,     3
   902,  6216,     2
   903, 27687,     1
   904, 35501,     5
   905, 14808,     6
   906, 51050,     5
   907, 11491,     1
   908, 29764,     1
   909, 26067,     4
   910, 33370,     3
   911, 49996,     6
   912, 21434,     1
   913, 45237,     5
   914,  8647,     2
   915, 37357,     4
   916,   152,     1
   917, 10164,     1
   918, 22168,     1
   919,  5301,     1
   920,  6283,     6
   921, 99121,     1
   922, 27598,     1
   923,  6546,     5
   924, 62754,     1
   925,   386,     8
   926, 20602,     3
   927, 36794,     2
   928, 10667,     2
   929,  1292,     4
   930,  1855,     4
   931, 54038,     1
   932, 19373,     1
   933, 18323,     4
   934,  1861,     2
   935, 17203,     2
   936,  9624,     2
   937, 28519,     2
   938, 16564,     3
   939, 39110,     2
   940,  4588,     1
   941, 16505,     8
   942,  2714,     4
   943, 75324,     2
   944,   253,     1
   945, 17418,     2
   946, 16008,     4
   947, 22357,     1
   948, 25138,     2
   949, 61376,     5
   950,  8272,     2
   951,  9373,     1
   952, 19008,     8
   953,  3641,     3
   954,  3725,     3
   955, 13900,     2
   956,  5607,     1
   957,  2569,     1
   958, 28007,     1
   959, 43775,     2
   960, 84344,     1
   961, 26783,     2
   962,  4482,     4
   963, 58044,     1
   964, 21499,     3
   965, 16487,     3
   966,  9197,     2
   967,  8113,     7
   968, 41182,     1
   969, 17376,     3
   970,  9260,     5
   971, 29758,     3
   972,  4211,     8
   973, 11905,     5
   974, 20334,     4
   975, 10293,     3
   976,  1865,     1
   977,  1641,     2
   978, 23592,     4
   979, 13779,     1
   980,  9799,     8
   981, 13956,     2
   982,  3571,     2
   983,  5760,     3
   984, 19683,     2
   985, 16975,     8
   986, 57403,     1
   987, 21901,     1
   988, 10922,     1
   989,  4733,     4
   990, 15001,     2
   991, 11322,     4
   992, 28486,     6
   993, 83655,     2
   994,  3999,     2
   995, 81433,     6
   996, 15766,     5
   997, 10182,     3
   998, 12983,     3
   999, 39551,     2
  1000,  1248,     2
  1001, 57320,     1
  1002,    78,     3
  1003,  7622,     2
  1004,  4357,     2
  1005,  2966,     3
  1006, 89937,     6
  1007, 11082,     3
  1008,  6590,     2
  1009, 10354,     1
  1010,  2240,     1
  1011, 13582,     1
  1012, 15581,     3
  1013, 26205,     3
  1014,  7030,     1
  1015, 19684,     2
  1016, 41178,     3
  1017,  1779,     1
  1018, 33927,     1
  1019,   907,     8
  1020, 33561,     2
  1021, 68267,     3
  1022, 11347,     4
  1023, 44007,     1
  1024, 10516,     8
  1025, 20262,     2
  1026, 32408,     3
  1027,  3721,     1
  1028,  4103,     1
  1029,  4868,     2
  1030, 12956,     3
  1031,  3420,     1
  1032,  3388,     7
  1033,   443,     4
  1034,  7289,     2
  1035,    49,     3
  1036, 17197,     2
  1037, 20734,     1
  1038, 19677,     2
  1039, 90375,     4
  1040,  7446,     1
  1041,146015,     2
  1042, 32854,     4
  1043, 24161,     4
  1044, 55953,     1
  1045, 20861,     8
  1046, 10989,     2
  1047, 13353,     2
  1048, 15158,     4
  1049,  2532,     3
  1050,  8879,     2
  1051, 59491,     4
  1052, 11759,     3
  1053, 46150,     3
  1054, 50860,     3
  1055, 37458,     3
  1056, 23284,     2
  1057,   392,     4
  1058,  8643,     2
  1059, 21465,     2
  1060, 23634,     3
  1061,  8973,     2
  1062,  2599,     4
  1063, 17897,     2
  1064, 24071,     3
  1065, 44260,     2
  1066, 21798,     3
  1067, 45324,     1
  1068, 46878,     1
  1069,  4777,     2
  1070, 18794,     1
  1071,  4299,     3
  1072, 10344,     2
  1073,  2652,     1
  1074, 14761,     2
  1075, 11447,     2
  1076, 26482,     3
  1077, 28288,     6
  1078,  8331,     4
  1079, 24048,     2
  1080,  1593,     1
  1081,  6907,     3
  1082, 25364,     4
  1083,  1837,     2
  1084, 16828,     5
  1085,  8869,     3
  1086, 17841,     1
  1087, 28358,     6
  1088,  5901,     3
  1089, 10720,     6
  1090,  6725,     4
  1091, 36206,     2
  1092,  3960,     1
  1093,  3858,     4
  1094, 25698,     1
  1095, 52375,     2
  1096,112307,     2
  1097,  8227,     1
  1098, 22966,     6
  1099,  9387,     1
  1100, 74019,     2
  1101, 13065,     3
  1102, 27560,     3
  1103, 12881,     5
  1104, 29334,     1
  1105, 16161,     2
  1106, 29233,     3
  1107, 22207,     1
  1108, 17551,     1
  1109, 22819,     4
  1110,  9563,     4
  1111,  8346,     2
  1112, 28140,     3
  1113, 18480,     2
  1114,  7064,     3
  1115, 33992,     4
  1116,  8133,     6
  1117,  8840,     3
  1118, 36206,     1
  1119, 61514,     3
  1120, 14658,     2
  1121,  6680,     4
  1122, 16561,     3
  1123, 34598,     1
  1124, 38799,     3
  1125, 45433,     3
  1126,  4034,     1
  1127,  8480,     2
  1128, 14848,     4
  1129,   979,     5
  1130,  1350,     3
  1131, 42333,     3
  1132, 32923,     6
  1133,  6900,     5
  1134, 69833,     1
  1135,  6148,     2
  1136, 21601,     1
  1137, 37029,     4
  1138, 29860,     2
  1139, 14110,     2
  1140, 17715,     1
  1141, 10789,     1
  1142, 16616,     1
  1143, 20474,     1
  1144, 28992,     2
  1145,  1613,     3
  1146,  9742,     2
  1147, 12276,     6
  1148, 16459,     2
  1149,  1485,     2
  1150, 16046,     1
  1151, 12107,     2
  1152, 31269,     1
  1153, 14431,     1
  1154, 12935,     4
  1155, 15664,     4
  1156, 15854,     2
  1157,  4177,     2
  1158, 80029,     2
  1159,  5641,     1
  1160, 74578,     3
  1161, 12066,     3
  1162,  8447,     1
  1163, 19803,     6
  1164, 15041,     2
  1165,  1195,     1
  1166, 99874,     2
  1167, 11494,     1
  1168, 57204,     5
  1169, 17374,     3
  1170, 11254,     6
  1171, 61100,     3
  1172,  8577,     3
  1173,  6682,     2
  1174, 43214,     3
  1175,  1807,     2
  1176, 31372,     4
  1177,  4651,     3
  1178, 34842,     7
  1179,  9706,     4
  1180,  1600,     2
  1181, 11742,     2
  1182,132438,     1
  1183,  9720,     5
  1184, 43864,     3
  1185,  2035,     2
  1186, 13157,     2
  1187, 38294,     1
  1188,  6969,     5
  1189, 26973,     3
  1190,  3968,     2
  1191, 31426,     2
  1192, 38014,     1
  1193, 37353,     2
  1194, 49530,     2
  1195,   187,     2
  1196,  2258,     6
  1197, 18713,     3
  1198, 26663,     2
  1199, 60947,     4
  1200,119044,     1
  1201,  1714,     4
  1202,  6130,     4
  1203,  7596,     2
  1204,  7583,     1
  1205, 10819,     4
  1206, 15480,     4
  1207,  4559,     1
  1208, 16865,     2
  1209,113161,     3
  1210,    17,     8
  1211, 11376,     1
  1212,  3770,     1
  1213, 21369,     4
  1214, 31704,     3
  1215,  6974,     8
  1216, 45049,     1
  1217,  5051,     8
  1218, 70707,     4
  1219,102574,     8
  1220, 42052,     3
  1221, 11436,     7
  1222, 52030,     1
  1223, 51134,     3
  1224,  9860,     1
  1225, 70754,     1
  1226,  3008,     8
  1227, 18476,     3
  1228, 16050,     3
  1229,  3051,     6
  1230, 22562,     2
  1231, 32302,     2
  1232, 48185,     1
  1233, 19491,     5
  1234, 34042,     1
  1235,  5648,     4
  1236, 22627,     3
  1237, 12908,     1
  1238, 50103,     2
  1239, 23332,     2
  1240, 47287,     3
  1241, 36963,     2
  1242, 27502,     6
  1243, 12115,     3
  1244, 26358,     2
  1245, 17381,     2
  1246,  8767,     4
  1247, 20862,     7
  1248,  5383,     4
  1249, 27601,     2
  1250,  2174,     2
  1251,  3380,     2
  1252,  8369,     5
  1253, 74737,     2
  1254,137635,     6
  1255, 23844,     3
  1256, 26587,     4
  1257,  9966,     1
  1258, 61694,     2
  1259, 16987,     1
  1260, 76497,     1
  1261, 10609,     4
  1262, 26711,     2
  1263,   335,     3
  1264,  9636,     4
  1265, 69300,     4
  1266, 22273,     2
  1267,  1305,     3
  1268, 43528,     2
  1269,  6225,     4
  1270,  5245,     2
  1271,   855,     4
  1272, 26518,     5
  1273, 25793,     5
  1274, 17293,     2
  1275, 39687,     4
  1276,   910,     2
  1277,  9742,     8
  1278, 98793,     1
  1279, 12203,     6
  1280, 12376,     1
  1281,  1029,     1
  1282,  6561,     1
  1283, 32652,     8
  1284, 32128,     5
  1285,119342,     5
  1286, 10694,     1
  1287, 10141,     2
  1288, 81464,     4
  1289, 81548,     8
  1290,  7915,     2
  1291, 12816,     1
  1292, 22529,     3
  1293, 12717,     1
  1294, 11704,     5
  1295, 10271,     1
  1296, 12486,     5
  1297,  3411,     2
  1298, 45942,     1
  1299, 63824,     6
  1300,  7600,     2
  1301, 32962,     4
  1302,  5009,     3
  1303,104090,     5
  1304, 30274,     3
  1305, 10739,     2
  1306, 15491,     2
  1307, 17759,     1
  1308, 29273,     5
  1309,    30,     1
  1310,  1263,     4
  1311,   404,     5
  1312, 12456,     1
  1313, 48115,     2
  1314, 48981,     2
  1315, 37430,     1
  1316,  8506,     4
  1317, 37074,     5
  1318,  9986,     3
  1319,  9812,     5
  1320,  5640,     1
  1321, 16848,     2
  1322,  4161,     1
  1323, 28884,     1
  1324, 16283,     1
  1325, 13014,     1
  1326, 26069,     2
  1327,   753,     3
  1328,  3438,     2
  1329, 72735,     3
  1330, 68857,     4
  1331,105776,     3
  1332,  1812,     5
  1333,  3002,     4
  1334, 75208,     2
  1335,  4109,     3
  1336,   352,     2
  1337, 19189,     4
  1338, 94284,     3
  1339, 48503,     8
  1340, 14904,     2
  1341,  8537,     5
  1342, 17836,     7
  1343,  7211,     1
  1344, 42001,     2
  1345,  2939,     2
  1346, 17385,     3
  1347, 13359,     6
  1348,  4782,     3
  1349, 13059,     1
  1350,   364,     1
  1351,  7892,     1
  1352, 92387,     5
  1353,  4003,     4
  1354, 10481,     3
  1355, 43579,     2
  1356, 21666,     1
  1357, 39924,     3
  1358,  3924,     3
  1359,  5830,     5
  1360,  1114,     4
  1361, 33334,     8
  1362, 17699,     4
  1363,  3334,     4
  1364, 24558,     4
  1365,  1307,     3
  1366,  1337,     1
  1367, 48232,     1
  1368, 27119,     3
  1369, 63089,     1
