jobid,duration,size
   252,  2908,     2
   253,  2640,     4
   254, 20163,     4
   255,    19,     2
   256,  2648,     1
   257, 43597,     1
   258,  2136,     1
   259,  1347,     1
   260, 20483,     2
   261, 15993,     2
   262,  5464,     3
   263, 27092,     1
   264, 27961,     2
   265, 19496,     2
   266, 20683,     2
   267,  9250,     4
   268,  5557,     4
   269, 15192,     2
   270,  2283,     3
   271,  6216,     2
   272,  9155,     2
   273, 34686,     1
   274, 27345,     3
   275, 15100,     2
   276, 18741,     1
   277, 13875,     2
   278, 23744,     2
   279, 27082,     1
   280,  9654,     2
   281,  7449,     2
   282,  4252,     3
   283, 18944,     2
   284,  2085,     3
   285, 27972,     1
   286, 32748,     2
   287,  3502,     1
   288,102514,     2
   289, 60938,     3
   290, 15946,     1
   291,   677,     4
   292,  8500,     1
   293, 15955,     2
   294, 11195,     2
   295, 75490,     2
   296, 24315,     2
   297,  2326,     2
   298, 44698,     2
   299, 53376,     2
   300,   282,     1
   301,  6579,     3
   302,  9702,     3
   303, 12785,     1
   304, 34069,     2
   305, 72370,     4
   306,  2052,     1
   307, 53987,     3
   308, 32595,     1
   309,  1707,     2
   310,  6363,     2
   311,  1134,     1
   312, 20836,     1
   313, 55762,     1
   314, 10963,     4
   315, 46427,     3
   316, 17958,     1
   317,  4955,     2
   318, 22302,     1
   319, 96501,     2
   320,  8281,     2
   321,  6896,     1
   322,  8439,     2
   323, 19722,     3
   324, 16278,     2
   325, 11067,     1
   326, 10098,     3
   327, 17153,     2
   328, 13174,     3
   329, 18954,     2
   330,  8429,     1
   331,  2590,     1
   332, 13224,     2
   333,  8926,     2
   334, 43299,     2
   335,   424,     2
   336, 34826,     2
   337, 26216,     2
   338,  5094,     2
   339, 37162,     2
   340, 43476,     1
   341, 49828,     1
   342, 30936,     1
   343,  7812,     3
   344,  7259,     2
   345,  3280,     1
   346, 27263,     2
   347, 16341,     1
   348, 22572,     2
   349, 30061,     2
   350, 25931,     3
   351,   294,     1
   352,  6666,     3
   353, 25720,     1
   354, 43552,     1
   355, 30767,     4
   356, 27940,     2
   357, 36072,     1
   358, 19726,     1
   359,  6596,     4
   360, 22190,     1
   361,  1951,     3
   362, 12354,     2
   363, 23696,     3
   364,  9293,     2
   365, 22286,     1
   366, 28670,     1
   367, 42814,     3
   368, 35604,     1
   369,  7684,     2
   370, 16648,     1
   371, 26562,     1
   372,  7244,     3
   373,  4667,     1
   374, 65237,     2
   375, 35886,     1
   376, 13222,     2
   377,  1055,     4
   378,  2555,     1
   379, 62150,     1
   380, 21333,     1
   381, 14631,     1
   382, 17386,     4
   383,  4224,     2
   384,  6288,     1
   385, 10156,     2
   386,  9781,     2
   387, 31476,     2
   388, 50975,     2
   389, 10556,     3
   390,  2227,     1
   391,  3857,     2
   392, 57422,     3
   393, 16167,     2
   394,   686,     1
   395, 60733,     1
   396, 39621,     2
   397, 12373,     2
   398, 24909,     2
   399, 25351,     4
   400,  4306,     1
   401,  6788,     3
   402, 23238,     1
   403, 48367,     3
   404,  1906,     3
   405, 45579,     1
   406, 17721,     1
   407,  4937,     1
   408, 15449,     3
   409, 14032,     4
   410,  1670,     2
   411, 15335,     3
   412, 20224,     1
   413, 10917,     1
   414, 10079,     2
   415,  8825,     1
   416,  6516,     2
   417,  3585,     1
   418, 14868,     2
   419, 83475,     1
   420, 30363,     3
   421, 10975,     4
   422, 48829,     1
   423, 54822,     1
   424, 29189,     2
   425, 19017,     1
   426, 20226,     1
   427,101053,     1
   428,  4274,     4
   429, 43150,     4
   430, 81575,     2
   431, 89974,     1
   432, 95799,     1
   433,  9608,     1
   434, 33840,     1
   435, 26719,     4
   436, 31256,     2
   437,120668,     1
   438, 50790,     1
   439, 59206,     3
   440, 26915,     1
   441,  6234,     1
   442, 43312,     1
   443,  8179,     2
   444, 33114,     1
   445,  5503,     2
   446, 89219,     2
   447, 32630,     1
   448, 49453,     1
   449,  7506,     1
   450, 27311,     1
   451, 15568,     3
   452, 21965,     3
   453, 17531,     1
   454, 27018,     1
   455,  6465,     2
   456,  4192,     3
   457, 18714,     3
   458, 20123,     1
   459, 14609,     2
   460, 13789,     1
   461, 69435,     1
   462, 19865,     1
   463, 47559,     1
   464, 18991,     2
   465, 11960,     1
   466,  8304,     1
   467,   731,     3
   468, 13198,     2
   469, 23190,     2
   470, 21922,     1
   471, 53132,     2
   472, 30344,     1
   473, 25116,     2
   474,   474,     2
   475, 19762,     1
   476, 15367,     1
   477,  2968,     2
   478,  2894,     1
   479, 25797,     2
   480,  2725,     1
   481, 10561,     1
   482,  3999,     1
   483, 17316,     1
   484, 11217,     3
   485, 23224,     3
   486, 42564,     1
   487, 19737,     1
   488, 29679,     4
   489,  1925,     1
   490,   271,     1
   491,  9642,     3
   492, 31065,     2
   493, 11642,     1
   494, 22774,     1
   495, 21399,     2
   496, 33387,     3
   497,   691,     1
   498, 93658,     2
   499, 41424,     2
   500, 30067,     2
   501, 31697,     3
   502, 23042,     3
   503,  9986,     3
   504, 22432,     1
   505, 25706,     2
   506, 62886,     2
   507,  4278,     1
   508, 22748,     2
   509, 16291,     3
   510,108970,     3
   511,  5742,     1
   512,132718,     2
   513, 19403,     3
   514, 38649,     2
   515, 21381,     1
   516,117738,     1
   517,  5435,     3
   518, 34481,     2
   519,  6232,     4
   520,  9044,     2
   521, 16956,     2
   522, 36985,     1
   523,  8718,     2
   524,  9198,     1
   525,  9308,     4
   526, 25703,     2
   527,  9395,     4
   528, 41298,     4
   529,  7584,     2
   530,   653,     3
   531,  2633,     2
   532, 14889,     1
   533, 16599,     2
   534, 27223,     2
   535, 24685,     1
   536, 25672,     2
   537,  3527,     1
   538, 48562,     1
   539, 60982,     2
   540,  3512,     1
   541,  2778,     4
   542,    35,     2
   543, 21138,     1
   544, 51687,     2
   545,  4444,     1
   546,  5031,     1
   547,  8224,     2
   548, 21381,     3
   549, 12449,     1
   550,   696,     2
   551,  2724,     1
   552,  2591,     2
   553,   182,     2
   554, 31589,     3
   555,  3321,     1
   556,  6167,     4
   557, 37237,     2
   558, 20550,     4
   559, 54540,     2
   560,  8351,     1
   561, 40037,     1
   562,  8383,     2
   563, 45832,     2
   564, 30021,     2
   565,  4504,     2
   566,  2995,     3
   567, 35882,     3
   568,  9562,     4
   569,   984,     2
   570, 22452,     1
   571, 33252,     2
   572, 49244,     2
   573, 47804,     1
   574,167466,     2
   575, 45611,     3
   576,  7965,     1
   577,  3036,     2
   578,  4956,     2
   579,   498,     1
   580,  4639,     1
   581,  5301,     2
   582, 10834,     2
   583, 32016,     2
   584, 35667,     2
   585,  9139,     4
   586, 14631,     1
   587,  1497,     2
   588,  7612,     1
   589,  1107,     1
   590, 58637,     3
   591,   385,     3
   592, 26663,     2
   593,  2471,     3
   594, 50967,     2
   595, 19702,     2
   596,  1546,     1
   597,  6647,     1
   598,  8578,     3
   599,  3796,     3
   600,  9145,     2
   601, 22178,     1
   602,  3518,     3
   603, 37494,     2
   604,  6997,     1
   605, 43476,     2
   606,  4052,     2
   607, 17086,     2
   608,  1530,     2
   609,  1697,     1
   610, 35466,     2
   611,114782,     2
   612,  7134,     1
   613, 14254,     1
   614,  9828,     2
   615,  1210,     2
   616, 30389,     3
   617, 37561,     2
   618, 35763,     3
   619,  6981,     2
   620,   267,     2
   621,  1614,     3
   622, 11973,     1
   623, 78006,     2
   624, 34904,     1
   625,  6173,     2
   626, 77865,     3
   627,  2656,     2
   628, 13183,     2
   629, 68971,     1
   630, 70239,     1
   631, 25487,     2
   632, 40363,     2
   633,   672,     1
   634,  6336,     2
   635, 96988,     1
   636,  2580,     1
   637, 31077,     1
   638, 11929,     1
   639, 32191,     4
   640, 17005,     2
   641,  3251,     1
   642,  7621,     1
   643,  6611,     3
   644,  6232,     1
   645,  6597,     2
   646,  3916,     2
   647,  4200,     2
   648, 21057,     1
   649, 46053,     2
   650, 36538,     3
   651,  6823,     3
   652, 13563,     1
   653,   393,     4
   654, 24654,     3
   655,  2499,     2
   656,  9968,     2
   657, 12720,     2
   658, 25575,     1
   659,  2126,     2
   660,  7238,     2
   661,  6843,     1
   662, 27412,     1
   663,  7651,     1
   664, 19259,     1
   665, 28846,     1
   666, 11732,     2
   667, 19485,     2
   668, 29225,     2
   669, 11923,     1
   670, 22190,     1
   671, 57697,     1
   672, 39991,     2
   673,  1601,     4
   674,  2882,     2
   675, 23185,     3
   676, 15401,     2
   677, 12353,     1
   678,  9900,     2
   679,  3917,     3
   680, 65675,     1
   681,  8487,     1
   682, 16276,     1
   683,  2801,     2
   684,  7044,     1
   685, 51779,     1
   686, 42939,     1
   687, 14628,     4
   688, 39982,     1
   689, 27613,     1
   690,  3979,     1
   691, 12535,     1
   692, 15924,     3
   693, 14276,     1
   694, 21151,     2
   695, 25867,     2
   696, 11309,     1
   697,  1967,     1
   698, 30438,     1
   699, 81147,     1
   700,  6738,     3
   701, 21723,     1
   702, 14070,     1
   703,  9925,     1
   704,  2551,     2
   705, 33281,     2
   706, 14739,     1
   707, 26171,     1
   708, 11931,     2
   709, 69421,     1
   710,  2998,     3
   711,    80,     2
   712,  9348,     3
   713, 68017,     1
   714,  6397,     2
   715, 30466,     2
   716, 30105,     2
   717, 28463,     1
   718, 15702,     3
   719, 15671,     1
   720,  3644,     1
   721,  6588,     2
   722,  5260,     2
   723,  6164,     3
   724,  2527,     1
   725, 22609,     1
   726, 99150,     1
   727,  7550,     2
   728,  2288,     2
   729, 13933,     2
   730,  5388,     3
   731, 70987,     1
   732, 30480,     2
   733, 35101,     1
   734, 58004,     1
   735,  9563,     1
   736, 30555,     2
   737, 12688,     4
   738, 85230,     1
   739, 14963,     2
   740, 12708,     2
   741, 15587,     2
   742, 18296,     2
   743, 42486,     1
   744, 46817,     4
   745,  1588,     3
   746,136548,     2
   747,  3604,     2
   748,  5703,     1
   749, 33926,     2
   750, 64346,     3
   751,  3335,     2
   752, 21564,     4
   753,  3767,     1
   754, 35230,     1
   755, 29726,     2
   756, 45850,     4
   757,  1857,     1
   758,  6607,     1
   759, 65693,     1
   760, 31498,     2
   761,  8339,     1
   762,  9393,     1
   763,  7809,     2
   764, 33856,     2
   765, 61143,     2
   766, 15061,     2
   767, 15238,     2
   768, 19401,     1
   769, 17563,     1
   770, 13545,     2
   771, 19765,     2
   772,  1919,     4
   773, 20174,     2
   774,  8249,     4
   775,  7889,     4
   776,  8505,     2
   777,  6217,     3
   778, 40551,     1
   779,  8900,     3
   780,  1634,     3
   781, 30452,     2
   782,    63,     2
   783, 21191,     3
   784,  8805,     1
   785,  7920,     1
   786, 19910,     1
   787, 48271,     2
   788, 20116,     1
   789, 15866,     1
   790,  6079,     4
   791, 21016,     1
   792, 71235,     3
   793, 12368,     1
   794,  6044,     3
   795, 53241,     2
   796, 28367,     1
   797, 13212,     1
   798,  4341,     1
   799, 22536,     3
   800,  9643,     2
   801,  5697,     1
   802,  4091,     1
   803, 24765,     1
   804, 23120,     1
   805, 29585,     2
   806,   476,     1
   807,  1341,     2
   808, 37162,     1
   809, 10725,     2
   810,  5974,     1
   811, 13985,     2
   812,  3169,     2
   813, 32198,     3
   814, 17747,     1
   815,  8943,     1
   816, 40361,     1
   817, 58585,     1
   818, 21255,     2
   819, 16820,     1
   820, 31192,     3
   821, 51784,     1
   822, 13542,     1
   823,  8600,     4
   824,  9524,     3
   825, 59619,     2
   826,  4561,     4
   827,  2502,     2
   828,  8545,     1
   829, 18695,     3
   830,  5911,     2
   831, 21530,     1
   832, 44157,     1
   833, 11513,     2
   834,   334,     1
   835,  2507,     1
   836, 43860,     2
   837, 36323,     1
   838,  1967,     4
   839,  3217,     2
   840,  1027,     4
   841,  3189,     2
   842, 11555,     1
   843, 17882,     3
   844,  8857,     3
   845,  8171,     2
   846, 41801,     2
   847, 50161,     2
   848, 24571,     1
   849, 14996,     1
   850, 14384,     1
   851,  3869,     2
   852,   584,     1
   853, 32176,     1
   854, 18598,     3
   855, 11301,     1
   856,  3126,     2
   857,  5542,     3
   858,  7045,     2
   859,   536,     2
   860,  5313,     1
   861, 65216,     2
   862,  4672,     1
   863, 40749,     1
   864, 14834,     4
   865, 11198,     2
   866,  6350,     3
   867, 15396,     1
   868, 67351,     1
   869, 28490,     4
   870, 11118,     1
   871, 15771,     3
   872, 68507,     2
   873, 17140,     2
   874, 12080,     1
   875,113155,     2
   876,  2952,     1
   877,  1592,     1
   878,  9682,     3
   879, 13677,     2
   880,  4136,     1
   881,  4030,     3
   882, 15614,     2
   883,  9711,     3
   884, 30004,     2
   885,   739,     2
   886,  6963,     1
   887,  1007,     3
   888, 30944,     2
   889, 10836,     3
   890,  8811,     3
   891, 19539,     3
   892,    25,     2
   893, 24032,     4
   894, 24113,     1
   895, 61761,     4
   896,  5672,     2
   897, 14970,     2
   898, 33676,     1
   899,  1241,     2
   900, 29638,     3
   901, 44786,     1
   902,  6216,     2
   903, 27687,     2
   904, 35501,     1
   905, 14808,     3
   906, 51050,     3
   907, 11491,     3
   908, 29764,     1
   909, 26067,     1
   910, 33370,     3
   911, 49996,     2
   912, 21434,     4
   913, 45237,     1
   914,  8647,     3
   915, 37357,     2
   916,   152,     3
   917, 10164,     1
   918, 22168,     1
   919,  5301,     1
   920,  6283,     1
   921, 99121,     4
   922, 27598,     1
   923,  6546,     1
   924, 62754,     3
   925,   386,     1
   926, 20602,     4
   927, 36794,     2
   928, 10667,     1
   929,  1292,     2
   930,  1855,     2
   931, 54038,     2
   932, 19373,     1
   933, 18323,     1
   934,  1861,     2
   935, 17203,     1
   936,  9624,     2
   937, 28519,     1
   938, 16564,     2
   939, 39110,     2
   940,  4588,     1
   941, 16505,     1
   942,  2714,     4
   943, 75324,     2
   944,   253,     2
   945, 17418,     1
   946, 16008,     2
   947, 22357,     3
   948, 25138,     1
   949, 61376,     1
   950,  8272,     3
   951,  9373,     2
   952, 19008,     1
   953,  3641,     4
   954,  3725,     2
   955, 13900,     2
   956,  5607,     2
   957,  2569,     1
   958, 28007,     1
   959, 43775,     1
   960, 84344,     1
   961, 26783,     1
   962,  4482,     1
   963, 58044,     2
   964, 21499,     1
   965, 16487,     2
   966,  9197,     2
   967,  8113,     2
   968, 41182,     4
   969, 17376,     1
   970,  9260,     2
   971, 29758,     3
   972,  4211,     2
   973, 11905,     4
   974, 20334,     3
   975, 10293,     2
   976,  1865,     2
   977,  1641,     1
   978, 23592,     1
   979, 13779,     2
   980,  9799,     1
   981, 13956,     4
   982,  3571,     1
   983,  5760,     1
   984, 19683,     2
   985, 16975,     2
   986, 57403,     4
   987, 21901,     1
   988, 10922,     1
   989,  4733,     1
   990, 15001,     3
   991, 11322,     2
   992, 28486,     3
   993, 83655,     3
   994,  3999,     1
   995, 81433,     1
   996, 15766,     3
   997, 10182,     3
   998, 12983,     2
   999, 39551,     2
  1000,  1248,     1
  1001, 57320,     1
  1002,    78,     1
  1003,  7622,     2
  1004,  4357,     2
  1005,  2966,     2
  1006, 89937,     2
  1007, 11082,     4
  1008,  6590,     2
  1009, 10354,     2
  1010,  2240,     1
  1011, 13582,     1
  1012, 15581,     1
  1013, 26205,     2
  1014,  7030,     2
  1015, 19684,     1
  1016, 41178,     2
  1017,  1779,     2
  1018, 33927,     1
  1019,   907,     1
  1020, 33561,     4
  1021, 68267,     1
  1022, 11347,     2
  1023, 44007,     3
  1024, 10516,     1
  1025, 20262,     4
  1026, 32408,     2
  1027,  3721,     2
  1028,  4103,     1
  1029,  4868,     1
  1030, 12956,     2
  1031,  3420,     2
  1032,  3388,     1
  1033,   443,     4
  1034,  7289,     2
  1035,    49,     1
  1036, 17197,     2
  1037, 20734,     1
  1038, 19677,     1
  1039, 90375,     1
  1040,  7446,     2
  1041,146015,     1
  1042, 32854,     2
  1043, 24161,     2
  1044, 55953,     3
  1045, 20861,     1
  1046, 10989,     4
  1047, 13353,     2
  1048, 15158,     2
  1049,  2532,     2
  1050,  8879,     2
  1051, 59491,     2
  1052, 11759,     3
  1053, 46150,     2
  1054, 50860,     2
  1055, 37458,     2
  1056, 23284,     2
  1057,   392,     2
  1058,  8643,     3
  1059, 21465,     1
  1060, 23634,     1
  1061,  8973,     2
  1062,  2599,     1
  1063, 17897,     3
  1064, 24071,     1
  1065, 44260,     2
  1066, 21798,     2
  1067, 45324,     2
  1068, 46878,     1
  1069,  4777,     1
  1070, 18794,     1
  1071,  4299,     1
  1072, 10344,     2
  1073,  2652,     1
  1074, 14761,     1
  1075, 11447,     1
  1076, 26482,     1
  1077, 28288,     2
  1078,  8331,     3
  1079, 24048,     2
  1080,  1593,     2
  1081,  6907,     1
  1082, 25364,     2
  1083,  1837,     3
  1084, 16828,     1
  1085,  8869,     3
  1086, 17841,     2
  1087, 28358,     1
  1088,  5901,     3
  1089, 10720,     2
  1090,  6725,     3
  1091, 36206,     2
  1092,  3960,     2
  1093,  3858,     1
  1094, 25698,     2
  1095, 52375,     1
  1096,112307,     1
  1097,  8227,     1
  1098, 22966,     1
  1099,  9387,     3
  1100, 74019,     1
  1101, 13065,     2
  1102, 27560,     2
  1103, 12881,     2
  1104, 29334,     3
  1105, 16161,     1
  1106, 29233,     1
  1107, 22207,     2
  1108, 17551,     1
  1109, 22819,     1
  1110,  9563,     3
  1111,  8346,     2
  1112, 28140,     1
  1113, 18480,     2
  1114,  7064,     2
  1115, 33992,     2
  1116,  8133,     3
  1117,  8840,     3
  1118, 36206,     2
  1119, 61514,     1
  1120, 14658,     2
  1121,  6680,     2
  1122, 16561,     2
  1123, 34598,     2
  1124, 38799,     1
  1125, 45433,     2
  1126,  4034,     2
  1127,  8480,     1
  1128, 14848,     1
  1129,   979,     3
  1130,  1350,     3
  1131, 42333,     2
  1132, 32923,     2
  1133,  6900,     3
  1134, 69833,     3
  1135,  6148,     1
  1136, 21601,     2
  1137, 37029,     1
  1138, 29860,     2
  1139, 14110,     1
  1140, 17715,     1
  1141, 10789,     1
  1142, 16616,     1
  1143, 20474,     1
  1144, 28992,     1
  1145,  1613,     1
  1146,  9742,     2
  1147, 12276,     2
  1148, 16459,     3
  1149,  1485,     2
  1150, 16046,     1
  1151, 12107,     1
  1152, 31269,     2
  1153, 14431,     1
  1154, 12935,     1
  1155, 15664,     2
  1156, 15854,     2
  1157,  4177,     2
  1158, 80029,     2
  1159,  5641,     2
  1160, 74578,     1
  1161, 12066,     2
  1162,  8447,     2
  1163, 19803,     1
  1164, 15041,     4
  1165,  1195,     1
  1166, 99874,     1
  1167, 11494,     2
  1168, 57204,     1
  1169, 17374,     3
  1170, 11254,     2
  1171, 61100,     4
  1172,  8577,     2
  1173,  6682,     2
  1174, 43214,     1
  1175,  1807,     2
  1176, 31372,     2
  1177,  4651,     3
  1178, 34842,     2
  1179,  9706,     4
  1180,  1600,     2
  1181, 11742,     2
  1182,132438,     2
  1183,  9720,     1
  1184, 43864,     3
  1185,  2035,     2
  1186, 13157,     2
  1187, 38294,     1
  1188,  6969,     1
  1189, 26973,     3
  1190,  3968,     2
  1191, 31426,     1
  1192, 38014,     2
  1193, 37353,     1
  1194, 49530,     2
  1195,   187,     1
  1196,  2258,     2
  1197, 18713,     3
  1198, 26663,     2
  1199, 60947,     1
  1200,119044,     3
  1201,  1714,     1
  1202,  6130,     3
  1203,  7596,     3
  1204,  7583,     2
  1205, 10819,     1
  1206, 15480,     2
  1207,  4559,     3
  1208, 16865,     1
  1209,113161,     2
  1210,    17,     2
  1211, 11376,     4
  1212,  3770,     1
  1213, 21369,     1
  1214, 31704,     2
  1215,  6974,     2
  1216, 45049,     4
  1217,  5051,     1
  1218, 70707,     4
  1219,102574,     2
  1220, 42052,     4
  1221, 11436,     2
  1222, 52030,     4
  1223, 51134,     1
  1224,  9860,     2
  1225, 70754,     1
  1226,  3008,     1
  1227, 18476,     4
  1228, 16050,     2
  1229,  3051,     2
  1230, 22562,     3
  1231, 32302,     1
  1232, 48185,     2
  1233, 19491,     1
  1234, 34042,     3
  1235,  5648,     1
  1236, 22627,     2
  1237, 12908,     2
  1238, 50103,     1
  1239, 23332,     2
  1240, 47287,     2
  1241, 36963,     2
  1242, 27502,     1
  1243, 12115,     3
  1244, 26358,     2
  1245, 17381,     2
  1246,  8767,     2
  1247, 20862,     2
  1248,  5383,     4
  1249, 27601,     2
  1250,  2174,     1
  1251,  3380,     2
  1252,  8369,     2
  1253, 74737,     3
  1254,137635,     2
  1255, 23844,     4
  1256, 26587,     2
  1257,  9966,     3
  1258, 61694,     1
  1259, 16987,     1
  1260, 76497,     1
  1261, 10609,     1
  1262, 26711,     2
  1263,   335,     1
  1264,  9636,     2
  1265, 69300,     3
  1266, 22273,     2
  1267,  1305,     2
  1268, 43528,     2
  1269,  6225,     2
  1270,  5245,     2
  1271,   855,     2
  1272, 26518,     2
  1273, 25793,     3
  1274, 17293,     3
  1275, 39687,     1
  1276,   910,     2
  1277,  9742,     1
  1278, 98793,     4
  1279, 12203,     1
  1280, 12376,     4
  1281,  1029,     1
  1282,  6561,     1
  1283, 32652,     1
  1284, 32128,     4
  1285,119342,     3
  1286, 10694,     3
  1287, 10141,     1
  1288, 81464,     1
  1289, 81548,     2
  1290,  7915,     4
  1291, 12816,     2
  1292, 22529,     1
  1293, 12717,     2
  1294, 11704,     1
  1295, 10271,     3
  1296, 12486,     1
  1297,  3411,     3
  1298, 45942,     2
  1299, 63824,     1
  1300,  7600,     4
  1301, 32962,     1
  1302,  5009,     2
  1303,104090,     2
  1304, 30274,     3
  1305, 10739,     2
  1306, 15491,     1
  1307, 17759,     1
  1308, 29273,     1
  1309,    30,     3
  1310,  1263,     1
  1311,   404,     2
  1312, 12456,     3
  1313, 48115,     1
  1314, 48981,     1
  1315, 37430,     1
  1316,  8506,     1
  1317, 37074,     2
  1318,  9986,     3
  1319,  9812,     2
  1320,  5640,     3
  1321, 16848,     1
  1322,  4161,     2
  1323, 28884,     1
  1324, 16283,     1
  1325, 13014,     1
  1326, 26069,     1
  1327,   753,     1
  1328,  3438,     2
  1329, 72735,     1
  1330, 68857,     2
  1331,105776,     2
  1332,  1812,     2
  1333,  3002,     3
  1334, 75208,     3
  1335,  4109,     1
  1336,   352,     2
  1337, 19189,     2
  1338, 94284,     2
  1339, 48503,     2
  1340, 14904,     4
  1341,  8537,     1
  1342, 17836,     3
  1343,  7211,     4
  1344, 42001,     1
  1345,  2939,     2
  1346, 17385,     1
  1347, 13359,     2
  1348,  4782,     3
  1349, 13059,     2
  1350,   364,     1
  1351,  7892,     1
  1352, 92387,     1
  1353,  4003,     3
  1354, 10481,     3
  1355, 43579,     2
  1356, 21666,     1
  1357, 39924,     1
  1358,  3924,     2
  1359,  5830,     2
  1360,  1114,     3
  1361, 33334,     3
  1362, 17699,     4
  1363,  3334,     3
  1364, 24558,     3
  1365,  1307,     2
  1366,  1337,     2
  1367, 48232,     1
  1368, 27119,     1
  1369, 63089,     2
